,首爾,濟州,東京,沖繩,北京,上海,福州,廈門
2019-10-06-15,10.12,5.0,4,1,12.74,10.62,3.72,4.78
2019-10-06-16,12.12,5.0,4,1,13.81,12.21,4.25,4.25
2019-10-06-17,14.81,6.0,4,2,16.99,13.81,4.25,6.37
2019-10-06-18,17.5,6.5,4,3,19.65,15.93,5.31,7.43
2019-10-06-19,19.81,6.5,3,5,23.36,15.93,4.78,9.03
2019-10-06-20,21.5,5.5,3,2,24.96,15.93,4.78,9.03
2019-10-06-21,19.0,5.5,4,2,26.55,15.93,4.25,8.5
2019-10-06-22,16.88,5.0,4,2,26.02,16.46,3.72,7.43
2019-10-06-23,15.25,4.5,4,2,26.02,18.05,3.19,7.97
2019-10-07-00,13.75,4.5,5,2,25.49,19.65,3.19,7.97
2019-10-07-01,11.69,4.0,5,2,24.96,20.18,2.66,6.37
2019-10-07-02,10.25,4.0,4,3,24.43,22.83,3.19,5.84
2019-10-07-03,10.31,4.0,4,5,22.83,20.71,2.66,4.25
2019-10-07-04,11.38,4.0,5,4,21.24,14.87,3.19,4.25
2019-10-07-05,13.69,7.5,5,2,19.65,14.87,3.19,4.78
2019-10-07-06,19.0,11.5,7,9,18.05,16.46,3.72,4.78
2019-10-07-07,23.06,21.0,10,23,16.46,19.12,4.25,5.31
2019-10-07-08,26.38,26.5,11,19,15.93,20.71,6.37,6.37
2019-10-07-09,27.0,35.5,10,8,16.99,23.36,6.9,6.37
2019-10-07-10,26.62,30.5,12,5,17.52,24.96,6.37,7.43
2019-10-07-11,25.44,32.0,13,6,19.12,26.02,5.31,7.43
2019-10-07-12,25.4,32.5,13,4,16.99,27.08,4.78,6.37
2019-10-07-13,26.6,10.0,8,2,13.81,27.08,7.97,4.78
2019-10-07-14,28.0,9.5,9,3,11.68,25.49,7.97,3.72
2019-10-07-15,30.6,11.0,8,5,10.09,28.14,7.43,4.25
2019-10-07-16,30.93,12.5,8,4,10.09,28.67,7.43,5.84
2019-10-07-17,29.6,14.5,8,3,12.21,27.61,9.56,5.84
2019-10-07-18,30.67,13.0,9,4,15.93,28.67,11.68,6.37
2019-10-07-19,28.93,12.0,10,4,19.12,25.49,10.09,7.97
2019-10-07-20,27.53,9.0,8,4,20.71,21.24,8.5,9.03
2019-10-07-21,26.2,8.5,7,3,25.49,20.71,9.56,10.62
2019-10-07-22,25.67,9.0,6,4,29.2,19.65,7.97,12.74
2019-10-07-23,23.6,7.0,6,3,26.55,16.99,6.37,16.99
2019-10-08-00,20.93,5.5,10,5,11.68,15.93,6.37,20.18
2019-10-08-01,17.47,5.0,9,5,6.37,15.4,6.9,19.12
2019-10-08-02,18.53,5.0,7,1,6.37,15.4,8.5,15.93
2019-10-08-03,19.2,4.5,6,1,5.84,15.4,6.37,16.46
2019-10-08-04,21.27,5.0,5,1,5.31,14.34,4.78,18.05
2019-10-08-05,25.93,6.5,6,1,5.31,14.34,4.78,17.52
2019-10-08-06,32.67,10.5,6,2,6.9,15.93,6.37,18.05
2019-10-08-07,38.47,12.5,11,7,10.62,18.58,7.97,18.05
2019-10-08-08,43.67,11.5,19,8,12.21,21.77,9.56,16.99
2019-10-08-09,39.6,11.5,22,3,10.09,22.3,10.62,11.68
2019-10-08-10,18.13,10.5,23,2,9.03,22.83,11.68,7.43
2019-10-08-11,12.27,9.0,21,2,7.43,22.3,7.43,5.31
2019-10-08-12,10.73,9.0,13,3,6.9,22.83,5.31,4.25
2019-10-08-13,11.27,9.5,11,3,6.9,22.83,4.78,3.19
2019-10-08-14,11.87,10.0,13,4,7.97,23.9,4.78,2.66
2019-10-08-15,12.27,11.5,14,4,7.97,23.36,5.31,3.72
2019-10-08-16,13.44,11.5,12,4,8.5,26.02,5.84,3.72
2019-10-08-17,15.25,15.0,11,8,10.09,28.67,6.9,6.37
2019-10-08-18,19.12,15.5,25,4,13.81,36.11,7.97,7.97
2019-10-08-19,21.5,13.5,22,3,19.65,41.95,7.97,6.9
2019-10-08-20,20.94,13.0,20,2,21.77,45.14,7.43,6.9
2019-10-08-21,17.75,12.0,21,2,22.3,46.2,7.43,7.43
2019-10-08-22,17.38,10.0,20,3,23.9,46.2,7.43,6.9
2019-10-08-23,19.75,9.0,18,3,24.43,45.14,7.43,5.84
2019-10-09-00,20.56,11.5,12,2,24.96,43.01,6.37,7.43
2019-10-09-01,22.0,10.0,5,1,24.96,40.89,5.31,5.84
2019-10-09-02,21.75,8.5,3,3,23.9,40.36,4.78,5.31
2019-10-09-03,24.12,7.5,3,4,24.43,40.89,4.25,5.31
2019-10-09-04,25.38,7.5,4,2,24.43,40.89,3.72,4.25
2019-10-09-05,26.75,9.0,2,2,22.83,40.89,3.72,3.72
2019-10-09-06,27.69,13.0,3,4,22.3,40.89,3.72,3.72
2019-10-09-07,28.38,18.0,5,6,21.77,41.42,4.78,5.31
2019-10-09-08,28.69,15.0,5,8,21.24,35.05,7.43,9.03
2019-10-09-09,29.31,8.5,5,6,19.65,21.24,7.97,9.03
2019-10-09-10,27.94,7.0,-999,3,20.71,14.34,8.5,7.97
2019-10-09-11,24.81,8.0,6,2,21.77,12.74,9.03,6.9
2019-10-09-12,21.5,8.5,7,3,22.3,12.21,7.43,6.37
2019-10-09-13,22.88,9.0,6,4,22.3,11.68,6.9,5.31
2019-10-09-14,21.56,8.5,6,3,20.18,13.28,7.43,5.31
2019-10-09-15,20.56,10.0,6,3,21.24,12.21,9.03,5.31
2019-10-09-16,22.06,11.0,7,3,22.83,12.74,9.03,7.43
2019-10-09-17,26.94,11.5,7,4,25.49,14.87,10.09,8.5
2019-10-09-18,29.19,21.0,17,9,32.92,16.99,11.68,7.97
2019-10-09-19,34.75,26.5,17,8,37.17,18.05,14.34,7.43
2019-10-09-20,39.56,21.5,15,3,30.27,18.05,9.56,7.97
2019-10-09-21,43.5,19.0,13,3,20.71,21.24,9.03,8.5
2019-10-09-22,44.12,17.0,14,5,-999.0,-999.0,-999.0,-999.0
2019-10-09-23,43.38,14.5,10,6,-999.0,-999.0,-999.0,-999.0
2019-10-10-00,41.31,11.5,8,3,-999.0,-999.0,-999.0,-999.0
2019-10-10-01,39.31,11.0,12,-999,-999.0,-999.0,-999.0,-999.0
2019-10-10-02,37.25,7.5,14,1,-999.0,-999.0,-999.0,-999.0
2019-10-10-03,33.44,7.5,18,6,-999.0,-999.0,-999.0,-999.0
2019-10-10-04,31.38,7.5,21,6,11.68,16.99,6.37,5.84
2019-10-10-05,31.0,11.5,16,1,12.21,20.18,6.37,5.84
2019-10-10-06,32.62,18.0,12,2,13.28,22.3,8.5,5.31
2019-10-10-07,34.06,29.5,17,5,14.34,26.55,8.5,8.5
2019-10-10-08,36.0,28.5,17,6,15.93,27.61,9.56,9.56
2019-10-10-09,36.69,15.0,14,6,17.52,20.71,6.9,8.5
2019-10-10-10,38.69,20.0,13,5,19.65,16.99,6.9,8.5
2019-10-10-11,39.06,21.0,16,3,17.52,13.81,6.9,6.9
2019-10-10-12,36.62,13.0,14,3,17.52,12.74,7.97,10.09
2019-10-10-13,29.94,13.0,11,2,15.4,13.28,7.43,9.03
2019-10-10-14,34.75,14.5,9,3,14.34,13.28,7.43,3.19
2019-10-10-15,37.62,13.5,9,3,12.74,14.34,7.97,2.66
2019-10-10-16,41.87,13.5,10,5,12.21,15.93,9.56,3.19
2019-10-10-17,46.8,17.0,8,8,14.34,19.12,12.74,3.72
2019-10-10-18,46.81,22.0,9,6,16.46,23.9,14.87,3.72
2019-10-10-19,43.88,29.0,9,8,21.24,23.36,14.87,5.84
2019-10-10-20,45.0,23.5,9,8,25.49,21.77,14.87,7.43
2019-10-10-21,44.12,19.0,7,10,24.43,20.71,15.4,6.9
2019-10-10-22,44.06,16.0,7,3,23.36,21.24,12.21,5.84
2019-10-10-23,43.81,14.0,7,3,23.9,21.24,11.15,6.9
2019-10-11-00,38.56,10.5,7,3,25.49,19.65,10.09,6.9
2019-10-11-01,34.19,8.0,6,4,28.67,20.18,9.03,5.84
2019-10-11-02,31.19,7.0,8,3,27.61,16.99,7.43,4.78
2019-10-11-03,31.12,7.0,8,5,24.96,16.99,5.84,6.9
2019-10-11-04,31.31,6.5,8,2,24.96,15.4,5.31,7.97
2019-10-11-05,32.19,10.0,7,3,-999.0,-999.0,-999.0,-999.0
2019-10-11-06,32.38,18.5,9,2,23.36,21.77,5.31,9.03
2019-10-11-07,33.75,29.0,12,3,-999.0,-999.0,-999.0,-999.0
2019-10-11-08,34.62,23.5,15,4,-999.0,-999.0,-999.0,-999.0
2019-10-11-09,33.5,15.5,13,3,-999.0,-999.0,-999.0,-999.0
2019-10-11-10,29.38,15.0,12,3,25.49,29.2,6.37,20.18
2019-10-11-11,27.62,19.0,13,2,23.9,33.98,6.9,15.4
2019-10-11-12,23.25,16.0,15,2,19.65,37.17,6.9,17.52
2019-10-11-13,19.94,22.0,18,2,16.46,38.76,6.9,13.81
2019-10-11-14,18.75,16.5,19,3,16.46,38.76,5.84,4.25
2019-10-11-15,17.73,15.0,22,3,15.4,33.98,8.5,6.37
2019-10-11-16,21.57,14.0,24,3,16.46,27.08,12.74,5.31
2019-10-11-17,27.33,19.0,26,4,19.12,20.71,16.99,4.78
2019-10-11-18,30.62,23.5,26,5,21.77,18.58,14.87,7.43
2019-10-11-19,22.81,23.5,21,6,27.08,18.58,14.34,8.5
2019-10-11-20,17.69,13.0,9,4,29.2,18.58,12.74,7.97
2019-10-11-21,15.81,13.0,8,4,30.27,17.52,11.68,7.97
2019-10-11-22,15.19,13.5,8,5,-999.0,-999.0,-999.0,-999.0
2019-10-11-23,15.31,13.5,7,3,30.8,18.05,8.5,9.56
2019-10-12-00,15.38,14.0,5,2,29.2,16.99,6.9,11.68
2019-10-12-01,15.94,13.5,-999,2,28.14,15.93,6.37,7.43
2019-10-12-02,15.38,11.0,4,2,30.27,16.46,6.9,8.5
2019-10-12-03,12.31,10.0,4,2,29.74,13.81,8.5,10.09
2019-10-12-04,14.06,8.5,4,2,28.14,12.74,9.03,10.09
2019-10-12-05,18.69,8.5,3,2,27.61,14.34,9.03,12.74
2019-10-12-06,25.5,10.5,3,1,27.61,15.93,11.15,13.81
2019-10-12-07,24.5,14.5,3,2,27.61,18.05,10.62,18.58
2019-10-12-08,16.31,11.5,4,3,27.08,19.12,11.15,20.71
2019-10-12-09,13.0,8.5,6,3,27.08,14.34,9.56,20.71
2019-10-12-10,11.0,9.0,8,4,25.49,14.87,9.03,20.71
2019-10-12-11,9.75,7.5,6,3,26.02,14.87,10.09,15.93
2019-10-12-12,8.81,6.5,4,3,27.08,15.4,9.03,11.15
2019-10-12-13,9.38,8.0,3,3,26.55,13.81,7.43,7.97
2019-10-12-14,9.81,7.5,3,2,27.08,12.74,5.84,2.66
2019-10-12-15,10.12,8.5,3,2,28.67,12.21,7.43,4.78
2019-10-12-16,11.25,10.0,3,2,30.8,13.81,7.43,8.5
2019-10-12-17,12.56,13.0,5,2,33.45,15.4,7.97,6.37
2019-10-12-18,13.25,19.5,4,3,36.11,15.4,8.5,7.43
2019-10-12-19,12.69,24.0,4,3,37.17,13.81,8.5,7.97
2019-10-12-20,11.94,20.5,3,3,36.11,13.28,7.97,6.9
2019-10-12-21,12.31,19.5,2,2,34.52,14.34,6.9,6.37
2019-10-12-22,13.62,19.0,2,2,35.05,13.28,6.9,6.37
2019-10-12-23,13.81,13.0,1,2,34.52,14.34,8.5,4.25
2019-10-13-00,12.44,10.5,1,2,33.45,13.81,7.43,4.78
2019-10-13-01,10.5,7.0,4,2,32.92,13.81,5.84,3.19
2019-10-13-02,9.06,6.5,4,1,33.98,12.74,6.37,3.72
2019-10-13-03,8.88,6.5,2,3,33.98,11.68,6.9,4.78
2019-10-13-04,10.0,5.0,1,4,33.98,12.21,7.43,6.9
2019-10-13-05,12.44,6.5,2,2,33.45,14.34,6.9,6.9
2019-10-13-06,17.38,7.5,2,7,31.86,16.99,7.43,6.37
2019-10-13-07,18.69,9.5,2,8,29.2,21.77,7.43,8.5
2019-10-13-08,14.12,7.5,3,5,26.55,18.58,9.56,10.62
2019-10-13-09,10.69,6.0,3,4,22.83,12.21,11.15,11.68
2019-10-13-10,9.75,5.5,2,2,21.24,11.68,11.68,11.68
2019-10-13-11,9.12,5.0,2,2,20.18,12.21,12.21,9.03
2019-10-13-12,8.94,5.0,2,1,20.71,11.68,10.62,5.84
2019-10-13-13,9.56,5.0,2,2,20.18,12.74,10.09,6.37
2019-10-13-14,10.81,5.0,2,1,21.24,14.87,7.97,6.37
2019-10-13-15,12.62,6.0,3,1,20.71,15.93,9.03,4.78
2019-10-13-16,14.19,6.0,3,2,19.12,15.4,9.03,4.78
2019-10-13-17,18.75,6.5,4,2,16.99,17.52,8.5,6.37
2019-10-13-18,30.19,9.0,5,4,16.46,18.58,9.56,6.9
2019-10-13-19,37.12,9.5,6,3,17.52,18.58,9.03,8.5
2019-10-13-20,39.62,8.0,7,3,18.58,21.77,8.5,7.97
2019-10-13-21,40.62,9.0,8,4,18.58,21.24,7.97,7.97
2019-10-13-22,38.19,8.0,5,5,18.58,21.24,8.5,8.5
2019-10-13-23,36.06,7.5,8,2,15.93,19.12,9.56,9.03
2019-10-14-00,33.81,6.5,7,1,14.34,16.99,8.5,8.5
2019-10-14-01,31.75,7.0,6,1,11.68,15.4,7.97,7.43
2019-10-14-02,31.19,6.0,5,1,11.68,13.81,5.84,5.31
2019-10-14-03,29.94,6.0,5,1,14.87,11.68,6.37,4.25
2019-10-14-04,29.38,6.5,4,1,15.93,14.34,5.31,4.25
2019-10-14-05,29.06,8.0,4,3,15.93,16.46,4.25,4.25
2019-10-14-06,30.56,15.5,5,2,16.46,25.49,5.31,5.31
2019-10-14-07,31.88,26.5,8,2,18.58,29.74,5.84,6.9
2019-10-14-08,24.19,22.0,10,3,17.52,27.61,7.43,10.62
2019-10-14-09,18.56,9.5,11,3,12.21,18.05,8.5,7.43
2019-10-14-10,18.2,8.5,10,6,7.43,12.21,7.43,6.9
2019-10-14-11,16.5,8.5,10,6,5.31,11.68,5.84,6.9
2019-10-14-12,12.25,8.5,10,9,5.31,14.34,4.78,7.43
2019-10-14-13,11.31,9.5,10,4,4.25,13.81,4.25,5.31
2019-10-14-14,12.12,10.5,8,2,4.25,11.15,5.31,3.72
2019-10-14-15,12.8,11.5,7,3,4.78,11.68,6.37,5.84
2019-10-14-16,14.93,11.0,7,5,6.9,11.68,6.37,6.9
2019-10-14-17,16.94,12.5,8,3,10.09,14.87,6.9,8.5
2019-10-14-18,18.6,13.0,10,10,15.4,12.21,7.43,9.03
2019-10-14-19,19.38,11.5,10,9,19.65,11.68,5.31,10.62
2019-10-14-20,19.19,11.0,6,4,23.36,11.68,4.78,11.68
2019-10-14-21,20.94,11.0,6,1,23.9,10.09,4.78,9.03
2019-10-14-22,23.12,9.5,8,1,26.02,10.09,5.31,7.97
2019-10-14-23,24.5,7.0,9,2,24.96,10.62,4.25,6.9
2019-10-15-00,24.69,5.0,9,1,24.96,10.09,3.72,5.84
2019-10-15-01,23.06,5.0,6,7,23.36,9.03,4.25,4.25
2019-10-15-02,20.06,5.0,7,6,22.83,8.5,5.31,3.72
2019-10-15-03,21.81,5.0,7,5,21.77,8.5,4.25,3.72
2019-10-15-04,23.88,6.0,6,4,20.71,7.97,4.78,3.19
2019-10-15-05,28.25,8.0,7,3,20.71,9.03,4.78,3.19
2019-10-15-06,29.62,14.0,6,6,19.12,11.68,5.31,3.72
2019-10-15-07,31.5,23.5,10,4,19.65,15.4,6.9,5.31
2019-10-15-08,25.31,27.5,12,2,20.18,15.4,6.37,7.97
2019-10-15-09,18.06,17.5,13,3,18.05,12.21,5.84,6.37
2019-10-15-10,13.94,14.0,12,3,16.99,12.21,6.37,6.37
2019-10-15-11,12.44,13.0,10,3,16.46,11.15,6.9,7.43
2019-10-15-12,12.6,13.0,11,3,13.28,10.62,6.37,8.5
2019-10-15-13,13.33,12.5,10,3,12.21,11.15,4.25,6.37
2019-10-15-14,13.79,16.0,15,4,12.74,11.68,3.72,5.31
2019-10-15-15,14.14,14.5,17,4,14.87,9.56,5.31,5.84
2019-10-15-16,16.87,10.5,9,5,15.4,10.09,5.31,6.9
2019-10-15-17,24.67,12.5,8,5,16.99,11.68,5.84,9.03
2019-10-15-18,32.13,13.5,8,4,22.83,12.21,7.43,9.03
2019-10-15-19,37.12,10.5,8,3,26.02,12.74,6.37,10.62
2019-10-15-20,39.56,9.5,6,4,29.74,13.81,6.9,10.09
2019-10-15-21,41.44,9.0,6,8,28.14,14.34,7.43,9.56
2019-10-15-22,41.5,8.5,5,10,28.14,15.4,7.43,9.56
2019-10-15-23,42.94,7.5,4,3,28.14,20.18,7.97,7.43
2019-10-16-00,42.31,6.5,6,1,28.14,21.24,6.9,5.84
2019-10-16-01,38.25,6.0,6,1,26.55,22.83,6.37,4.78
2019-10-16-02,35.0,6.0,6,1,26.55,23.36,6.37,4.78
2019-10-16-03,34.19,5.5,5,1,24.96,22.83,5.84,4.78
2019-10-16-04,32.5,5.5,6,1,22.83,26.55,5.84,3.72
2019-10-16-05,31.31,7.0,8,1,22.3,30.27,5.31,3.72
2019-10-16-06,31.56,11.5,8,2,22.83,34.52,5.84,4.78
2019-10-16-07,32.31,18.5,11,11,23.9,36.64,7.43,8.5
2019-10-16-08,33.25,18.5,13,6,23.36,33.45,7.97,10.62
2019-10-16-09,33.25,12.5,14,4,22.83,20.71,6.9,6.9
2019-10-16-10,32.75,10.0,15,2,23.36,14.87,5.84,5.31
2019-10-16-11,25.47,7.0,-999,2,23.36,13.81,4.78,4.78
2019-10-16-12,26.56,7.0,9,1,16.99,12.21,4.25,3.72
2019-10-16-13,25.33,7.0,8,1,14.34,12.21,3.72,2.66
2019-10-16-14,24.27,8.0,7,4,14.87,12.74,3.72,2.12
2019-10-16-15,24.33,8.0,7,3,19.12,14.34,4.25,2.66
2019-10-16-16,26.6,9.0,7,3,23.9,15.93,4.78,3.72
2019-10-16-17,28.33,11.5,7,3,29.2,15.93,6.37,5.31
2019-10-16-18,31.47,22.5,9,5,31.86,16.99,7.43,7.43
2019-10-16-19,36.47,29.0,10,4,28.67,18.05,7.97,10.09
2019-10-16-20,36.88,19.0,10,2,27.08,15.93,7.97,10.62
2019-10-16-21,36.44,17.0,9,2,27.61,16.99,9.03,14.34
2019-10-16-22,36.31,15.0,11,2,28.67,20.71,10.09,16.46
2019-10-16-23,39.25,10.5,10,3,28.67,22.83,8.5,16.99
2019-10-17-00,34.5,8.5,7,3,28.67,23.36,11.68,12.74
2019-10-17-01,31.31,8.0,9,-999,28.14,22.83,10.09,8.5
2019-10-17-02,29.94,7.0,8,1,27.08,19.12,11.15,6.9
2019-10-17-03,31.12,6.5,7,1,26.02,18.05,11.68,6.37
2019-10-17-04,34.06,7.0,7,1,26.02,18.58,8.5,8.5
2019-10-17-05,35.44,10.0,11,3,24.96,21.24,7.97,7.43
2019-10-17-06,38.38,16.0,14,5,23.36,21.77,7.97,9.03
2019-10-17-07,38.44,27.5,16,7,22.3,23.36,9.56,18.58
2019-10-17-08,37.5,19.0,19,6,22.83,24.96,9.03,12.21
2019-10-17-09,35.94,12.0,21,6,23.36,21.24,6.9,7.97
2019-10-17-10,31.62,10.0,21,5,24.96,17.52,4.78,4.78
2019-10-17-11,27.69,10.5,20,6,26.55,16.46,4.25,4.25
2019-10-17-12,24.81,10.0,20,6,29.2,15.93,4.25,3.72
2019-10-17-13,23.0,11.5,17,3,31.33,16.46,3.72,3.19
2019-10-17-14,22.86,12.0,16,3,31.33,16.46,4.25,3.19
2019-10-17-15,22.14,10.0,16,3,30.8,15.93,4.78,3.19
2019-10-17-16,22.93,11.0,20,4,32.39,19.65,6.37,3.72
2019-10-17-17,26.87,11.0,17,5,32.39,22.83,6.37,5.31
2019-10-17-18,37.87,11.5,16,5,29.74,24.96,6.9,5.84
2019-10-17-19,48.8,11.0,18,5,27.61,23.36,6.37,5.84
2019-10-17-20,51.6,8.5,21,3,26.02,21.24,6.9,6.37
2019-10-17-21,50.13,6.5,13,3,27.61,20.18,7.43,8.5
2019-10-17-22,50.33,6.0,10,4,26.55,23.36,9.03,7.97
2019-10-17-23,48.07,5.0,10,5,26.55,35.05,6.37,9.56
2019-10-18-00,43.07,5.0,8,3,24.43,36.64,5.84,11.68
2019-10-18-01,38.4,4.0,-999,3,23.36,35.05,6.9,8.5
2019-10-18-02,35.93,4.0,11,3,21.24,28.14,5.84,6.37
2019-10-18-03,29.27,5.0,12,3,20.18,21.77,5.31,5.31
2019-10-18-04,26.07,6.0,11,4,18.05,20.71,5.84,3.72
2019-10-18-05,26.4,7.5,9,3,16.46,21.24,6.9,4.25
2019-10-18-06,31.53,7.5,9,7,16.46,24.43,7.43,5.31
2019-10-18-07,35.87,13.0,14,12,17.52,30.8,7.43,8.5
2019-10-18-08,35.13,15.5,17,17,20.18,30.27,10.09,10.62
2019-10-18-09,30.07,16.5,15,15,24.43,19.12,9.56,7.97
2019-10-18-10,25.87,15.5,13,5,28.67,12.21,6.37,5.84
2019-10-18-11,20.4,13.0,13,4,29.74,11.15,5.84,5.31
2019-10-18-12,15.33,12.5,13,3,28.14,11.68,6.9,3.19
2019-10-18-13,14.14,11.0,12,2,23.36,12.74,6.9,3.19
2019-10-18-14,15.0,14.0,16,4,18.05,10.62,7.97,2.66
2019-10-18-15,15.07,13.0,13,3,16.46,11.15,7.43,3.72
2019-10-18-16,18.75,15.0,13,5,15.93,12.21,8.5,3.72
2019-10-18-17,22.75,17.0,7,6,17.52,13.81,11.15,4.78
2019-10-18-18,26.19,15.0,8,7,21.77,15.93,10.62,6.37
2019-10-18-19,30.12,12.5,11,11,27.61,18.58,9.56,7.43
2019-10-18-20,28.44,15.5,11,8,29.2,19.65,9.56,7.43
2019-10-18-21,27.0,18.0,10,9,29.2,21.24,8.5,6.9
2019-10-18-22,22.44,14.0,10,8,29.2,22.3,7.97,6.9
2019-10-18-23,23.12,12.0,9,2,28.67,23.9,7.43,6.37
2019-10-19-00,23.38,11.0,9,2,26.55,22.83,7.43,6.9
2019-10-19-01,20.69,10.0,7,2,26.55,24.96,7.97,7.43
2019-10-19-02,20.25,8.5,8,2,27.61,29.74,7.97,6.9
2019-10-19-03,23.12,6.0,7,3,25.49,31.33,7.43,6.37
2019-10-19-04,29.44,7.0,9,2,23.9,30.8,9.03,4.25
2019-10-19-05,33.19,7.5,10,2,23.9,32.92,11.15,3.72
2019-10-19-06,36.56,11.0,9,2,24.96,39.29,11.68,4.25
2019-10-19-07,36.88,14.0,11,5,24.43,44.6,16.46,7.43
2019-10-19-08,36.06,14.0,11,3,24.96,44.6,15.93,9.56
2019-10-19-09,31.25,11.5,12,4,29.2,35.58,10.62,9.56
2019-10-19-10,22.88,10.0,10,2,31.86,20.18,6.9,8.5
2019-10-19-11,20.0,9.5,9,2,30.8,14.87,6.9,4.78
2019-10-19-12,17.81,6.5,8,2,28.67,13.28,6.37,4.25
2019-10-19-13,15.88,7.5,9,2,28.14,12.74,6.37,3.19
2019-10-19-14,12.56,7.0,16,2,27.61,13.28,6.37,3.72
2019-10-19-15,13.5,7.5,43,4,28.67,12.74,7.43,3.19
2019-10-19-16,16.19,8.5,48,3,31.86,14.34,8.5,4.25
2019-10-19-17,22.0,12.5,39,4,31.33,17.52,10.09,5.84
2019-10-19-18,28.12,15.5,36,2,33.98,20.18,9.03,5.84
2019-10-19-19,27.81,18.0,44,2,37.7,19.65,7.43,7.43
2019-10-19-20,26.5,16.5,36,2,40.36,20.18,6.9,10.09
2019-10-19-21,27.0,17.0,29,2,40.89,23.36,7.43,9.56
2019-10-19-22,31.25,13.5,23,1,40.89,27.08,9.56,10.09
2019-10-19-23,37.69,10.0,25,1,41.42,32.39,9.03,9.56
2019-10-20-00,41.12,8.0,22,1,35.58,38.76,9.56,7.97
2019-10-20-01,40.19,7.0,21,1,31.86,41.95,9.56,6.37
2019-10-20-02,37.44,5.5,22,1,34.52,46.2,11.15,4.25
2019-10-20-03,35.62,5.5,23,1,32.39,49.38,12.74,3.72
2019-10-20-04,32.94,5.5,18,1,29.2,49.38,13.28,3.19
2019-10-20-05,31.75,8.5,15,1,26.02,49.38,12.21,3.72
2019-10-20-06,30.5,9.5,14,1,25.49,49.91,10.62,4.78
2019-10-20-07,29.44,16.5,15,1,24.96,49.38,13.81,7.43
2019-10-20-08,27.75,19.0,14,2,26.02,50.44,14.87,7.97
2019-10-20-09,27.62,13.0,13,1,27.61,26.02,10.62,6.37
2019-10-20-10,27.75,11.0,12,2,19.65,14.34,7.43,5.31
2019-10-20-11,25.0,9.0,11,1,11.68,13.28,5.84,4.78
2019-10-20-12,21.44,7.5,8,1,5.84,13.28,6.37,3.72
2019-10-20-13,17.06,9.5,6,2,5.84,13.28,5.84,3.19
2019-10-20-14,16.31,15.0,6,1,6.9,13.28,5.31,3.19
2019-10-20-15,18.44,13.0,5,2,7.43,14.34,6.9,3.72
2019-10-20-16,22.75,12.0,6,2,9.03,16.46,9.56,4.25
2019-10-20-17,28.5,8.5,8,2,13.28,19.12,9.56,4.78
2019-10-20-18,36.56,13.0,8,6,21.77,20.71,9.56,6.37
2019-10-20-19,35.06,9.0,9,4,28.14,19.65,9.03,7.97
2019-10-20-20,35.44,10.0,12,4,30.8,21.24,9.56,7.43
2019-10-20-21,39.56,10.5,11,4,33.45,22.83,10.09,8.5
2019-10-20-22,43.44,9.0,10,5,31.33,24.43,11.68,9.56
2019-10-20-23,41.56,7.5,9,3,27.08,24.43,14.34,10.62
2019-10-21-00,39.19,7.5,8,4,22.83,23.36,13.81,10.09
2019-10-21-01,36.0,5.5,6,6,21.77,23.36,12.21,9.03
2019-10-21-02,36.75,5.5,5,5,19.65,24.43,12.74,6.9
2019-10-21-03,37.12,6.0,5,3,19.65,26.55,12.74,6.37
2019-10-21-04,34.31,7.0,6,3,20.71,31.33,13.28,5.84
2019-10-21-05,35.81,7.0,8,3,21.24,34.52,12.21,5.84
2019-10-21-06,38.56,11.0,9,3,22.83,37.17,12.74,7.97
2019-10-21-07,40.44,22.0,11,9,22.3,48.85,12.74,11.15
2019-10-21-08,41.19,16.5,13,14,21.77,43.54,18.05,13.81
2019-10-21-09,41.5,10.5,13,6,20.18,19.65,14.87,8.5
2019-10-21-10,42.35,10.0,13,4,17.52,14.34,11.15,9.03
2019-10-21-11,41.25,10.0,14,3,16.46,13.81,6.9,5.84
2019-10-21-12,40.25,10.0,13,3,15.4,13.81,6.37,4.78
2019-10-21-13,35.62,10.0,9,2,15.4,14.34,6.37,3.19
2019-10-21-14,29.56,9.0,20,2,14.87,13.81,7.43,3.19
2019-10-21-15,27.88,8.0,13,3,15.4,14.34,7.97,3.72
2019-10-21-16,32.24,8.0,13,4,16.46,15.93,9.56,4.25
2019-10-21-17,41.59,10.5,9,4,20.18,18.05,12.21,6.37
2019-10-21-18,52.59,15.0,9,5,29.2,20.71,14.87,6.9
2019-10-21-19,60.47,13.5,7,7,36.64,20.71,13.28,6.9
2019-10-21-20,65.76,10.0,9,5,38.76,20.18,11.15,6.37
2019-10-21-21,66.53,9.0,9,4,37.17,22.3,12.21,5.84
2019-10-21-22,65.29,9.0,9,2,35.58,27.61,15.4,7.97
2019-10-21-23,62.94,8.5,12,2,34.52,32.39,17.52,9.56
2019-10-22-00,59.06,9.0,10,2,33.45,36.11,20.18,12.21
2019-10-22-01,55.71,8.0,10,1,31.33,41.95,19.65,15.4
2019-10-22-02,48.41,7.0,8,3,30.8,40.89,18.05,11.68
2019-10-22-03,44.53,7.0,6,2,29.74,35.58,12.21,7.97
2019-10-22-04,40.71,6.5,5,1,27.08,42.48,12.21,6.9
2019-10-22-05,37.41,8.5,4,1,25.49,48.85,10.09,5.84
2019-10-22-06,39.18,12.5,4,1,26.02,50.98,10.62,7.43
