,首爾,濟州,東京,沖繩,北京,上海,福州,廈門
2019-01-02-04,24.94,31.5,7,6,29.0,60.0,29.0,10.0
2019-01-02-05,26.17,32.0,0,7,25.0,64.0,30.0,11.0
2019-01-02-06,29.56,30.5,0,6,20.0,70.0,26.0,11.0
2019-01-02-07,31.78,31.5,7,9,21.0,76.0,29.0,12.0
2019-01-02-08,35.76,33.0,0,8,23.0,81.0,33.0,16.0
2019-01-02-09,37.89,38.5,0,6,33.0,90.0,35.0,20.0
2019-01-02-10,40.0,34.5,0,6,31.0,94.0,33.0,20.0
2019-01-02-11,38.17,36.0,0,6,33.0,85.0,24.0,20.0
2019-01-02-12,34.94,29.5,2,6,33.0,84.0,24.0,23.0
2019-01-02-13,32.41,33.0,3,7,40.0,80.0,23.0,25.0
2019-01-02-14,33.5,26.0,8,6,51.0,78.0,25.0,24.0
2019-01-02-15,36.88,25.0,0,5,56.0,77.0,39.0,22.0
2019-01-02-16,37.69,20.5,4,6,71.0,77.0,38.0,22.0
2019-01-02-17,36.78,21.0,0,6,81.0,74.0,41.0,26.0
2019-01-02-18,40.11,30.5,3,7,91.0,75.0,45.0,27.0
2019-01-02-19,41.24,20.5,8,7,107.0,73.0,52.0,21.0
2019-01-02-20,47.76,22.0,1,6,136.0,73.0,41.0,22.0
2019-01-02-21,47.22,18.0,4,6,150.0,75.0,38.0,16.0
2019-01-02-22,45.67,18.5,13,6,169.0,76.0,33.0,14.0
2019-01-02-23,36.72,17.5,7,7,165.0,74.0,31.0,19.0
2019-01-03-00,32.39,18.0,1,6,164.0,74.0,21.0,19.0
2019-01-03-01,31.72,19.0,3,4,154.0,78.0,18.0,16.0
2019-01-03-02,32.72,16.0,10,6,162.0,74.0,19.0,16.0
2019-01-03-03,31.17,16.0,0,6,152.0,62.0,25.0,10.0
2019-01-03-04,30.44,18.0,11,5,131.0,59.0,14.0,12.0
2019-01-03-05,30.56,10.5,0,7,119.0,61.0,14.0,15.0
2019-01-03-06,32.33,14.5,0,7,107.0,61.0,14.0,20.0
2019-01-03-07,35.56,19.0,4,5,82.0,66.0,14.0,12.0
2019-01-03-08,40.0,18.0,1,7,83.0,70.0,22.0,13.0
2019-01-03-09,42.78,20.5,7,6,90.0,68.0,29.0,11.0
2019-01-03-10,47.59,26.5,6,7,101.0,63.0,27.0,19.0
2019-01-03-11,48.94,24.5,0,7,112.0,55.0,27.0,19.0
2019-01-03-12,42.53,22.5,3,8,119.0,50.0,19.0,19.0
2019-01-03-13,34.29,23.0,8,7,131.0,46.0,17.0,20.0
2019-01-03-14,34.76,15.5,9,8,145.0,49.0,21.0,21.0
2019-01-03-15,33.47,17.5,4,9,155.0,48.0,23.0,22.0
2019-01-03-16,34.69,17.0,14,9,154.0,50.0,22.0,23.0
2019-01-03-17,37.81,22.0,9,8,149.0,52.0,21.0,25.0
2019-01-03-18,44.0,36.5,3,9,162.0,55.0,22.0,30.0
2019-01-03-19,46.39,33.0,7,9,165.0,57.0,24.0,32.0
2019-01-03-20,44.24,23.0,11,11,166.0,55.0,24.0,29.0
2019-01-03-21,37.22,20.5,16,9,167.0,44.0,21.0,21.0
2019-01-03-22,39.47,17.0,11,11,173.0,38.0,16.0,19.0
2019-01-03-23,44.71,16.0,25,9,167.0,29.0,13.0,18.0
2019-01-04-00,47.83,18.0,14,9,168.0,25.0,15.0,14.0
2019-01-04-01,48.44,17.5,13,7,122.0,19.0,21.0,16.0
2019-01-04-02,50.89,18.0,0,9,72.0,16.0,22.0,15.0
2019-01-04-03,50.56,21.0,13,10,52.0,14.0,22.0,9.0
2019-01-04-04,51.28,22.0,0,7,34.0,11.0,17.0,19.0
2019-01-04-05,50.33,21.0,4,9,32.0,13.0,16.0,19.0
2019-01-04-06,53.28,21.0,3,8,32.0,15.0,14.0,22.0
2019-01-04-07,52.17,23.0,0,8,39.0,23.0,18.0,35.0
2019-01-04-08,56.39,34.0,0,9,48.0,26.0,22.0,36.0
2019-01-04-09,64.28,39.5,10,8,50.0,26.0,27.0,44.0
2019-01-04-10,73.61,37.0,0,9,53.0,27.0,34.0,64.0
2019-01-04-11,73.17,37.0,-999,7,53.0,22.0,29.0,64.0
2019-01-04-12,75.11,37.5,7,7,33.0,16.0,29.0,66.0
2019-01-04-13,73.22,28.0,0,7,25.0,17.0,22.0,53.0
2019-01-04-14,80.53,27.0,7,8,19.0,17.0,24.0,36.0
2019-01-04-15,74.94,27.0,6,8,21.0,15.0,30.0,30.0
2019-01-04-16,67.71,27.0,14,8,25.0,15.0,38.0,47.0
2019-01-04-17,57.29,25.5,5,8,23.0,20.0,46.0,52.0
2019-01-04-18,54.33,-999.0,10,9,31.0,28.0,59.0,42.0
2019-01-04-19,52.12,31.5,0,8,36.0,27.0,71.0,44.0
2019-01-04-20,54.5,27.0,0,9,36.0,26.0,86.0,49.0
2019-01-04-21,58.56,20.5,6,8,37.0,30.0,99.0,40.0
2019-01-04-22,64.06,21.0,7,8,37.0,37.0,98.0,34.0
2019-01-04-23,68.44,17.0,12,6,32.0,36.0,96.0,31.0
2019-01-05-00,80.61,13.5,14,7,30.0,37.0,86.0,27.0
2019-01-05-01,101.44,21.5,8,9,27.0,33.0,83.0,31.0
2019-01-05-02,131.18,22.0,7,10,25.0,-999.0,81.0,23.0
2019-01-05-03,125.17,24.0,11,9,24.0,32.0,80.0,22.0
2019-01-05-04,101.28,31.0,6,8,18.0,39.0,60.0,14.0
2019-01-05-05,84.28,30.0,3,8,17.0,38.0,58.0,31.0
2019-01-05-06,74.39,36.0,0,6,22.0,26.0,-999.0,31.0
2019-01-05-07,64.61,43.5,0,8,24.0,-999.0,-999.0,40.0
2019-01-05-08,61.39,72.0,6,11,23.0,14.0,32.0,45.0
2019-01-05-09,60.0,99.5,0,10,23.0,24.0,24.0,48.0
2019-01-05-10,57.78,108.0,0,10,22.0,28.0,26.0,40.0
2019-01-05-11,55.67,114.5,2,10,20.0,10.0,28.0,39.0
2019-01-05-12,48.33,124.0,4,12,15.0,15.0,28.0,47.0
2019-01-05-13,41.67,104.0,5,10,15.0,19.0,23.0,66.0
2019-01-05-14,38.33,82.0,2,11,15.0,25.0,13.0,72.0
2019-01-05-15,35.67,72.0,7,13,20.0,26.0,9.0,79.0
2019-01-05-16,35.72,52.5,0,10,26.0,35.0,14.0,67.0
2019-01-05-17,36.22,40.0,2,10,29.0,29.0,13.0,79.0
2019-01-05-18,36.06,44.0,11,11,41.0,37.0,12.0,94.0
2019-01-05-19,37.06,49.0,1,15,49.0,49.0,10.0,85.0
2019-01-05-20,42.39,47.0,0,19,56.0,66.0,13.0,68.0
2019-01-05-21,43.53,31.0,7,16,60.0,72.0,13.0,51.0
2019-01-05-22,47.94,27.0,1,13,59.0,-999.0,12.0,43.0
2019-01-05-23,51.18,37.5,6,13,72.0,-999.0,9.0,27.0
2019-01-06-00,51.83,42.5,0,13,83.0,-999.0,8.0,29.0
2019-01-06-01,51.67,39.0,4,13,73.0,47.0,12.0,34.0
2019-01-06-02,52.5,19.5,0,11,81.0,42.0,14.0,28.0
2019-01-06-03,52.17,17.0,2,14,89.0,36.0,15.0,26.0
2019-01-06-04,53.78,21.5,8,14,77.0,-999.0,16.0,23.0
2019-01-06-05,52.78,18.5,8,14,74.0,-999.0,17.0,16.0
2019-01-06-06,54.11,22.0,0,13,69.0,-999.0,19.0,26.0
2019-01-06-07,55.17,20.5,1,16,63.0,15.0,14.0,36.0
2019-01-06-08,58.5,26.0,8,13,56.0,20.0,16.0,21.0
2019-01-06-09,60.33,21.0,10,14,63.0,20.0,19.0,31.0
2019-01-06-10,65.33,26.5,9,12,64.0,19.0,23.0,35.0
2019-01-06-11,65.56,20.5,5,9,67.0,19.0,30.0,41.0
2019-01-06-12,69.33,28.5,0,9,77.0,20.0,23.0,40.0
2019-01-06-13,64.72,25.5,7,9,87.0,24.0,24.0,37.0
2019-01-06-14,59.0,23.5,9,10,96.0,31.0,21.0,42.0
2019-01-06-15,54.0,24.5,3,10,109.0,36.0,20.0,49.0
2019-01-06-16,39.28,21.0,12,11,117.0,37.0,23.0,53.0
2019-01-06-17,31.39,26.0,0,9,121.0,42.0,29.0,55.0
2019-01-06-18,29.89,22.5,0,8,126.0,45.0,27.0,52.0
2019-01-06-19,29.06,26.0,12,8,127.0,44.0,31.0,49.0
2019-01-06-20,30.5,26.5,5,8,127.0,43.0,35.0,48.0
2019-01-06-21,31.18,23.5,0,9,138.0,42.0,29.0,39.0
2019-01-06-22,34.61,21.0,3,9,130.0,36.0,25.0,33.0
2019-01-06-23,37.33,20.0,8,8,130.0,34.0,22.0,35.0
2019-01-07-00,38.0,20.0,6,8,123.0,32.0,20.0,34.0
2019-01-07-01,37.83,17.5,6,9,118.0,28.0,20.0,26.0
2019-01-07-02,37.61,13.5,1,7,115.0,28.0,22.0,25.0
2019-01-07-03,37.33,17.0,4,7,115.0,26.0,24.0,27.0
2019-01-07-04,39.33,18.0,7,9,112.0,28.0,24.0,25.0
2019-01-07-05,39.39,14.5,8,8,93.0,27.0,24.0,22.0
2019-01-07-06,42.22,16.5,7,11,83.0,27.0,20.0,19.0
2019-01-07-07,46.72,21.5,2,9,67.0,32.0,20.0,17.0
2019-01-07-08,52.44,28.0,0,10,59.0,36.0,23.0,19.0
2019-01-07-09,58.33,28.5,5,9,57.0,39.0,26.0,24.0
2019-01-07-10,65.28,23.5,7,12,48.0,41.0,38.0,25.0
2019-01-07-11,59.39,21.5,0,9,35.0,41.0,30.0,25.0
2019-01-07-12,60.44,18.0,15,10,35.0,41.0,24.0,24.0
2019-01-07-13,63.56,17.0,9,10,26.0,40.0,25.0,30.0
2019-01-07-14,71.71,36.5,24,10,28.0,38.0,27.0,42.0
2019-01-07-15,71.0,32.5,11,9,28.0,36.0,37.0,46.0
2019-01-07-16,69.17,27.5,21,10,31.0,39.0,39.0,46.0
2019-01-07-17,62.83,27.5,15,9,29.0,37.0,39.0,50.0
2019-01-07-18,67.94,50.5,24,12,37.0,35.0,42.0,43.0
2019-01-07-19,72.89,71.0,18,8,42.0,36.0,59.0,40.0
2019-01-07-20,77.41,59.5,19,12,42.0,28.0,63.0,44.0
2019-01-07-21,74.39,64.0,23,13,38.0,24.0,62.0,51.0
2019-01-07-22,73.44,57.5,11,11,29.0,23.0,73.0,50.0
2019-01-07-23,63.39,50.0,18,10,30.0,19.0,76.0,43.0
2019-01-08-00,57.78,47.0,7,12,23.0,20.0,69.0,43.0
2019-01-08-01,47.83,49.0,6,12,23.0,21.0,59.0,52.0
2019-01-08-02,35.94,48.0,7,10,24.0,19.0,57.0,58.0
2019-01-08-03,25.83,52.0,13,11,24.0,21.0,59.0,58.0
2019-01-08-04,25.56,40.0,18,11,24.0,29.0,51.0,66.0
2019-01-08-05,26.83,42.5,8,13,24.0,23.0,55.0,64.0
2019-01-08-06,31.33,42.5,21,14,24.0,29.0,59.0,70.0
2019-01-08-07,34.61,43.5,28,15,26.0,30.0,60.0,89.0
2019-01-08-08,41.22,43.0,30,15,28.0,35.0,44.0,93.0
2019-01-08-09,41.61,46.5,29,20,31.0,42.0,43.0,88.0
2019-01-08-10,44.0,45.5,-999,19,26.0,46.0,33.0,51.0
2019-01-08-11,42.82,56.0,18,18,20.0,56.0,33.0,50.0
2019-01-08-12,41.94,54.0,4,17,15.0,60.0,23.0,57.0
2019-01-08-13,42.24,66.5,8,18,13.0,67.0,24.0,48.0
2019-01-08-14,47.28,59.0,9,17,12.0,60.0,26.0,42.0
2019-01-08-15,53.73,61.5,12,18,18.0,59.0,28.0,45.0
2019-01-08-16,59.88,55.5,8,16,20.0,85.0,28.0,50.0
2019-01-08-17,46.53,37.0,9,15,22.0,129.0,26.0,50.0
2019-01-08-18,36.44,31.0,23,13,31.0,153.0,32.0,48.0
2019-01-08-19,42.2,34.0,15,14,38.0,135.0,30.0,33.0
2019-01-08-20,55.5,30.5,11,13,43.0,99.0,24.0,34.0
2019-01-08-21,43.67,32.0,22,13,47.0,69.0,22.0,24.0
2019-01-08-22,38.65,42.0,27,16,49.0,51.0,19.0,19.0
2019-01-08-23,37.5,29.5,26,16,49.0,49.0,14.0,20.0
2019-01-09-00,38.0,33.5,18,15,51.0,48.0,16.0,31.0
2019-01-09-01,37.5,28.0,23,13,46.0,42.0,12.0,27.0
2019-01-09-02,36.89,29.5,23,11,49.0,36.0,12.0,22.0
2019-01-09-03,34.06,24.0,0,14,44.0,32.0,10.0,22.0
2019-01-09-04,32.33,22.0,0,15,42.0,34.0,8.0,17.0
2019-01-09-05,31.72,21.0,0,16,34.0,36.0,11.0,17.0
2019-01-09-06,33.67,16.5,0,15,33.0,38.0,8.0,23.0
2019-01-09-07,37.0,17.5,9,16,30.0,36.0,10.0,12.0
2019-01-09-08,43.0,24.0,7,15,34.0,33.0,12.0,16.0
2019-01-09-09,48.22,24.5,0,16,37.0,34.0,18.0,20.0
2019-01-09-10,56.0,25.0,0,16,40.0,38.0,23.0,32.0
2019-01-09-11,61.94,23.5,3,13,43.0,36.0,31.0,32.0
2019-01-09-12,63.78,22.0,4,12,45.0,28.0,35.0,27.0
2019-01-09-13,60.22,16.5,3,12,58.0,26.0,29.0,35.0
2019-01-09-14,57.17,21.0,2,12,72.0,19.0,28.0,45.0
2019-01-09-15,55.35,24.0,4,14,79.0,16.0,29.0,50.0
2019-01-09-16,63.18,24.5,0,12,97.0,15.0,30.0,57.0
2019-01-09-17,66.61,23.0,9,15,102.0,17.0,33.0,58.0
2019-01-09-18,70.44,27.5,0,14,99.0,17.0,31.0,56.0
2019-01-09-19,73.17,35.5,0,14,105.0,20.0,33.0,50.0
2019-01-09-20,70.22,23.5,3,14,100.0,20.0,30.0,45.0
2019-01-09-21,60.39,20.5,16,13,104.0,17.0,38.0,46.0
2019-01-09-22,59.94,22.5,11,12,103.0,15.0,33.0,37.0
2019-01-09-23,57.33,24.0,14,12,102.0,15.0,36.0,26.0
2019-01-10-00,57.89,25.5,0,11,110.0,15.0,41.0,26.0
2019-01-10-01,57.06,20.0,0,12,106.0,15.0,46.0,19.0
2019-01-10-02,57.39,21.0,0,11,92.0,17.0,40.0,32.0
2019-01-10-03,52.78,23.5,11,11,80.0,17.0,36.0,30.0
2019-01-10-04,52.39,23.0,8,10,76.0,15.0,31.0,31.0
2019-01-10-05,50.44,24.0,8,13,74.0,11.0,31.0,38.0
2019-01-10-06,50.28,16.5,5,11,71.0,12.0,35.0,49.0
2019-01-10-07,48.22,21.5,0,13,80.0,12.0,35.0,51.0
2019-01-10-08,52.17,26.0,13,17,88.0,15.0,39.0,70.0
2019-01-10-09,58.89,24.0,9,15,93.0,18.0,45.0,70.0
2019-01-10-10,66.11,19.0,0,19,107.0,19.0,49.0,73.0
2019-01-10-11,67.18,21.0,1,13,106.0,20.0,51.0,70.0
2019-01-10-12,63.83,25.5,4,14,110.0,22.0,49.0,63.0
2019-01-10-13,60.89,22.0,10,13,113.0,24.0,45.0,56.0
2019-01-10-14,68.12,18.0,5,14,105.0,27.0,49.0,64.0
2019-01-10-15,60.82,16.0,4,14,109.0,29.0,62.0,53.0
2019-01-10-16,54.06,17.0,10,15,119.0,25.0,70.0,57.0
2019-01-10-17,53.78,19.5,11,16,119.0,23.0,68.0,62.0
2019-01-10-18,54.5,15.0,12,18,134.0,26.0,64.0,45.0
2019-01-10-19,58.0,19.5,9,17,147.0,23.0,58.0,27.0
2019-01-10-20,59.0,19.0,15,17,163.0,20.0,58.0,30.0
2019-01-10-21,57.33,18.0,3,17,173.0,17.0,56.0,29.0
2019-01-10-22,56.0,11.5,8,12,184.0,17.0,67.0,32.0
2019-01-10-23,56.44,15.0,10,12,170.0,17.0,61.0,33.0
2019-01-11-00,57.44,17.0,2,11,161.0,15.0,55.0,34.0
2019-01-11-01,59.56,18.0,6,9,188.0,13.0,60.0,38.0
2019-01-11-02,62.0,25.5,0,9,184.0,12.0,61.0,43.0
2019-01-11-03,62.67,26.0,7,8,145.0,11.0,62.0,48.0
2019-01-11-04,64.89,27.0,2,9,92.0,13.0,60.0,48.0
2019-01-11-05,64.72,33.0,8,10,95.0,13.0,58.0,57.0
2019-01-11-06,64.56,42.5,1,10,79.0,12.0,57.0,55.0
2019-01-11-07,65.61,53.0,9,9,77.0,13.0,49.0,55.0
2019-01-11-08,68.94,75.0,8,14,88.0,12.0,55.0,69.0
2019-01-11-09,72.56,79.5,13,14,117.0,14.0,54.0,64.0
2019-01-11-10,82.0,75.0,1,15,116.0,16.0,58.0,71.0
2019-01-11-11,84.28,73.5,21,12,98.0,18.0,60.0,84.0
2019-01-11-12,85.39,70.5,15,13,98.0,16.0,65.0,80.0
2019-01-11-13,89.59,68.0,15,13,101.0,15.0,69.0,76.0
2019-01-11-14,98.12,76.0,8,13,97.0,20.0,54.0,77.0
2019-01-11-15,99.67,51.0,12,12,93.0,26.0,68.0,88.0
2019-01-11-16,102.5,55.0,14,12,84.0,26.0,86.0,75.0
2019-01-11-17,100.56,45.0,15,12,103.0,25.0,85.0,62.0
2019-01-11-18,104.39,49.0,17,14,118.0,24.0,67.0,65.0
2019-01-11-19,101.89,44.5,28,15,129.0,19.0,62.0,75.0
2019-01-11-20,109.22,38.0,25,14,152.0,22.0,64.0,77.0
2019-01-11-21,105.72,39.5,32,13,187.0,18.0,50.0,71.0
2019-01-11-22,101.41,29.0,17,13,216.0,12.0,50.0,65.0
2019-01-11-23,97.22,33.5,31,13,231.0,11.0,52.0,52.0
2019-01-12-00,97.67,33.5,29,9,218.0,11.0,57.0,74.0
2019-01-12-01,94.94,31.0,24,6,177.0,13.0,69.0,44.0
2019-01-12-02,95.89,23.5,21,7,179.0,13.0,74.0,36.0
2019-01-12-03,93.33,30.5,15,10,174.0,16.0,84.0,21.0
2019-01-12-04,95.0,37.5,12,10,187.0,18.0,83.0,23.0
2019-01-12-05,91.17,37.5,28,11,183.0,18.0,79.0,36.0
2019-01-12-06,92.56,38.5,16,11,169.0,22.0,74.0,32.0
2019-01-12-07,89.94,28.0,20,11,136.0,28.0,71.0,29.0
2019-01-12-08,95.0,26.5,10,9,119.0,36.0,61.0,46.0
2019-01-12-09,97.56,26.5,15,6,123.0,34.0,43.0,44.0
2019-01-12-10,109.11,28.0,15,8,121.0,40.0,57.0,65.0
2019-01-12-11,116.28,29.0,3,5,126.0,43.0,54.0,106.0
2019-01-12-12,117.22,35.0,16,4,125.0,47.0,60.0,72.0
2019-01-12-13,110.39,39.0,21,6,137.0,44.0,49.0,70.0
2019-01-12-14,102.0,48.0,7,7,138.0,57.0,22.0,94.0
2019-01-12-15,90.28,50.0,22,7,162.0,63.0,14.0,93.0
2019-01-12-16,94.89,63.0,12,12,195.0,61.0,19.0,73.0
2019-01-12-17,95.78,83.0,13,12,236.0,62.0,25.0,63.0
2019-01-12-18,93.41,79.5,11,11,291.0,69.0,24.0,43.0
2019-01-12-19,85.94,68.5,14,13,352.0,74.0,24.0,38.0
2019-01-12-20,90.67,58.0,15,11,430.0,70.0,28.0,40.0
2019-01-12-21,90.29,45.0,19,12,432.0,74.0,31.0,36.0
2019-01-12-22,94.18,56.0,9,10,451.0,67.0,28.0,33.0
2019-01-12-23,93.67,41.0,12,10,441.0,59.0,23.0,35.0
2019-01-13-00,97.5,46.0,23,12,444.0,57.0,26.0,38.0
2019-01-13-01,96.61,32.0,14,14,418.0,55.0,22.0,35.0
2019-01-13-02,104.44,34.0,25,10,388.0,59.0,19.0,43.0
2019-01-13-03,104.28,35.0,18,13,381.0,63.0,23.0,47.0
2019-01-13-04,102.18,35.5,11,9,341.0,63.0,22.0,37.0
2019-01-13-05,100.67,32.0,23,9,297.0,-999.0,23.0,25.0
2019-01-13-06,101.78,31.5,21,8,223.0,-999.0,26.0,27.0
2019-01-13-07,99.94,34.5,21,7,159.0,-999.0,31.0,23.0
2019-01-13-08,105.28,34.0,14,7,58.0,-999.0,36.0,23.0
2019-01-13-09,108.22,42.0,12,9,88.0,-999.0,38.0,35.0
2019-01-13-10,119.5,51.0,24,10,42.0,74.0,39.0,47.0
2019-01-13-11,125.61,52.5,19,11,30.0,82.0,42.0,61.0
2019-01-13-12,127.39,56.0,8,10,22.0,86.0,42.0,61.0
2019-01-13-13,118.5,54.5,14,11,19.0,91.0,42.0,63.0
2019-01-13-14,111.39,53.5,16,10,15.0,-999.0,55.0,64.0
2019-01-13-15,103.78,55.5,34,13,19.0,79.0,58.0,60.0
2019-01-13-16,113.44,47.0,26,11,19.0,82.0,54.0,55.0
2019-01-13-17,121.33,55.0,24,10,18.0,98.0,55.0,54.0
2019-01-13-18,134.89,60.5,20,13,57.0,98.0,47.0,53.0
2019-01-13-19,138.11,59.0,23,14,94.0,97.0,42.0,60.0
2019-01-13-20,141.67,60.5,18,12,115.0,102.0,40.0,62.0
2019-01-13-21,137.89,62.5,8,13,128.0,112.0,35.0,56.0
2019-01-13-22,135.41,66.5,12,14,135.0,113.0,31.0,43.0
2019-01-13-23,134.94,62.5,6,13,162.0,105.0,35.0,41.0
2019-01-14-00,138.61,59.0,5,12,175.0,103.0,24.0,40.0
2019-01-14-01,136.89,56.0,3,11,184.0,104.0,28.0,43.0
2019-01-14-02,136.72,60.5,5,9,167.0,99.0,33.0,41.0
2019-01-14-03,134.56,58.0,8,9,149.0,94.0,44.0,42.0
2019-01-14-04,134.67,56.0,2,10,131.0,88.0,38.0,38.0
2019-01-14-05,132.44,63.5,0,11,121.0,89.0,35.0,42.0
2019-01-14-06,135.83,67.5,0,12,123.0,88.0,29.0,42.0
2019-01-14-07,136.72,74.5,0,10,99.0,88.0,21.0,41.0
2019-01-14-08,143.67,76.0,4,12,74.0,97.0,26.0,36.0
2019-01-14-09,151.11,82.0,15,12,88.0,103.0,37.0,37.0
2019-01-14-10,162.33,65.5,16,12,107.0,98.0,41.0,35.0
2019-01-14-11,175.56,66.0,6,13,139.0,88.0,48.0,29.0
2019-01-14-12,189.67,59.5,1,11,135.0,74.0,50.0,21.0
2019-01-14-13,190.28,68.0,14,11,169.0,42.0,47.0,24.0
2019-01-14-14,191.11,68.0,4,12,181.0,47.0,54.0,21.0
2019-01-14-15,193.5,78.0,10,11,193.0,45.0,62.0,20.0
2019-01-14-16,201.06,93.5,12,12,214.0,49.0,67.0,38.0
2019-01-14-17,205.06,103.0,12,9,215.0,54.0,68.0,49.0
2019-01-14-18,203.44,111.0,10,11,170.0,66.0,70.0,61.0
2019-01-14-19,194.17,109.5,19,11,117.0,73.0,68.0,61.0
2019-01-14-20,181.94,101.5,7,10,98.0,74.0,69.0,64.0
2019-01-14-21,172.72,92.0,8,12,203.0,73.0,60.0,62.0
2019-01-14-22,172.0,82.5,10,11,176.0,70.0,55.0,63.0
2019-01-14-23,174.0,74.5,22,6,148.0,67.0,54.0,72.0
2019-01-15-00,181.33,71.5,14,3,151.0,71.0,53.0,57.0
2019-01-15-01,181.67,77.0,19,4,121.0,75.0,50.0,49.0
2019-01-15-02,180.11,65.5,22,9,71.0,-999.0,61.0,60.0
2019-01-15-03,183.5,54.0,29,11,64.0,-999.0,57.0,41.0
2019-01-15-04,179.17,61.5,30,14,115.0,-999.0,57.0,42.0
2019-01-15-05,178.5,56.0,15,17,83.0,-999.0,54.0,34.0
2019-01-15-06,179.94,64.0,23,19,53.0,83.0,55.0,28.0
2019-01-15-07,174.33,76.5,8,17,50.0,89.0,54.0,31.0
2019-01-15-08,171.83,98.0,11,13,53.0,-999.0,55.0,33.0
2019-01-15-09,163.44,90.0,20,12,56.0,86.0,66.0,32.0
2019-01-15-10,146.56,81.0,-999,13,60.0,-999.0,75.0,41.0
2019-01-15-11,142.89,89.0,6,11,55.0,-999.0,69.0,51.0
2019-01-15-12,148.39,70.0,0,8,37.0,118.0,64.0,41.0
2019-01-15-13,129.22,41.5,3,11,38.0,143.0,68.0,34.0
2019-01-15-14,106.18,42.0,6,11,33.0,170.0,63.0,35.0
2019-01-15-15,99.67,59.5,14,10,38.0,179.0,67.0,36.0
2019-01-15-16,98.78,43.0,13,12,42.0,162.0,71.0,40.0
2019-01-15-17,90.06,58.5,17,10,42.0,180.0,73.0,53.0
2019-01-15-18,76.88,78.0,8,9,46.0,187.0,51.0,66.0
2019-01-15-19,80.06,62.0,10,7,46.0,170.0,35.0,76.0
2019-01-15-20,79.06,53.0,1,7,43.0,170.0,23.0,62.0
2019-01-15-21,89.33,45.0,10,8,48.0,101.0,13.0,60.0
2019-01-15-22,97.22,42.0,0,9,55.0,52.0,11.0,49.0
2019-01-15-23,92.94,34.0,5,9,56.0,44.0,16.0,33.0
2019-01-16-00,87.78,31.0,3,7,58.0,43.0,10.0,23.0
2019-01-16-01,76.22,23.0,0,14,65.0,39.0,11.0,23.0
2019-01-16-02,66.33,25.0,0,17,83.0,37.0,14.0,15.0
2019-01-16-03,57.11,24.0,6,15,81.0,35.0,14.0,16.0
2019-01-16-04,52.0,21.0,12,14,76.0,32.0,13.0,16.0
2019-01-16-05,47.28,25.0,5,12,68.0,32.0,16.0,15.0
2019-01-16-06,44.61,34.0,0,16,64.0,36.0,15.0,16.0
2019-01-16-07,44.61,46.0,3,14,79.0,38.0,17.0,20.0
2019-01-16-08,47.61,29.0,0,12,82.0,45.0,19.0,23.0
2019-01-16-09,49.78,26.0,0,15,79.0,54.0,17.0,29.0
2019-01-16-10,53.72,28.5,0,17,70.0,51.0,18.0,32.0
2019-01-16-11,51.82,31.5,7,16,59.0,53.0,21.0,38.0
2019-01-16-12,45.29,29.0,7,14,49.0,50.0,19.0,43.0
2019-01-16-13,34.33,27.0,8,13,49.0,51.0,19.0,37.0
2019-01-16-14,28.22,33.0,3,13,45.0,63.0,19.0,37.0
