,首爾,濟州,東京,沖繩,北京,上海,福州,廈門
2019-06-17-09,26.88,34.0,1,25,63.0,41.0,49.0,49.0
2019-06-17-10,26.83,35.0,6,21,65.0,35.0,54.0,41.0
2019-06-17-11,26.33,36.0,8,22,67.0,32.0,60.0,46.0
2019-06-17-12,23.56,31.0,0,20,48.0,30.0,65.0,52.0
2019-06-17-13,24.88,38.0,3,12,48.0,29.0,61.0,48.0
2019-06-17-14,24.71,33.0,0,14,46.0,27.0,47.0,42.0
2019-06-17-15,21.78,33.0,0,11,42.0,44.0,52.0,40.0
2019-06-17-16,20.0,25.0,0,14,40.0,61.0,49.0,36.0
2019-06-17-17,20.5,27.0,11,16,48.0,64.0,45.0,34.0
2019-06-17-18,20.61,29.0,0,16,54.0,59.0,49.0,43.0
2019-06-17-19,21.83,33.0,5,10,87.0,35.0,45.0,39.0
2019-06-17-20,19.22,33.5,17,10,75.0,37.0,45.0,36.0
2019-06-17-21,19.17,34.0,18,12,64.0,26.0,48.0,33.0
2019-06-17-22,21.82,39.5,18,11,66.0,19.0,44.0,34.0
2019-06-17-23,23.24,41.0,19,9,75.0,33.0,44.0,26.0
2019-06-18-00,23.35,40.5,22,9,67.0,36.0,46.0,25.0
2019-06-18-01,24.2,37.5,10,10,60.0,21.0,41.0,22.0
2019-06-18-02,30.12,37.5,6,8,52.0,23.0,38.0,23.0
2019-06-18-03,28.06,43.5,13,11,45.0,32.0,37.0,29.0
2019-06-18-04,28.88,41.0,1,12,40.0,41.0,47.0,29.0
2019-06-18-05,32.35,40.5,9,18,41.0,26.0,55.0,27.0
2019-06-18-06,31.39,50.5,11,20,42.0,11.0,53.0,26.0
2019-06-18-07,24.94,51.5,8,16,41.0,8.0,56.0,31.0
2019-06-18-08,24.31,51.5,15,12,64.0,8.0,60.0,34.0
2019-06-18-09,26.33,45.5,17,14,65.0,6.0,69.0,29.0
2019-06-18-10,26.22,49.5,16,16,74.0,5.0,74.0,30.0
2019-06-18-11,29.41,49.0,13,18,75.0,5.0,66.0,22.0
2019-06-18-12,36.5,49.5,18,14,62.0,8.0,55.0,21.0
2019-06-18-13,42.61,50.5,18,11,59.0,11.0,50.0,20.0
2019-06-18-14,47.35,46.0,20,11,56.0,15.0,40.0,18.0
2019-06-18-15,42.13,50.0,17,16,61.0,21.0,26.0,15.0
2019-06-18-16,32.47,51.5,22,12,67.0,17.0,40.0,17.0
2019-06-18-17,32.81,43.0,16,17,70.0,19.0,56.0,17.0
2019-06-18-18,33.69,52.0,18,14,70.0,18.0,54.0,20.0
2019-06-18-19,31.06,57.0,9,16,82.0,14.0,50.0,21.0
2019-06-18-20,30.38,50.0,12,18,89.0,17.0,47.0,19.0
2019-06-18-21,29.0,52.0,16,14,81.0,23.0,43.0,23.0
2019-06-18-22,31.18,57.0,17,12,92.0,22.0,41.0,22.0
2019-06-18-23,29.33,51.0,12,17,94.0,22.0,36.0,22.0
2019-06-19-00,29.69,53.0,8,16,82.0,26.0,30.0,17.0
2019-06-19-01,28.27,55.0,13,15,93.0,32.0,36.0,13.0
2019-06-19-02,31.88,48.0,0,11,85.0,40.0,43.0,14.0
2019-06-19-03,31.38,45.0,13,11,83.0,41.0,51.0,16.0
2019-06-19-04,34.78,37.0,18,13,89.0,31.0,45.0,16.0
2019-06-19-05,34.41,41.0,15,14,94.0,13.0,41.0,20.0
2019-06-19-06,33.35,41.0,17,14,86.0,10.0,47.0,21.0
2019-06-19-07,33.33,31.0,18,15,87.0,8.0,53.0,22.0
2019-06-19-08,34.82,30.0,10,17,96.0,6.0,46.0,20.0
2019-06-19-09,35.25,34.0,19,17,94.0,6.0,42.0,19.0
2019-06-19-10,33.75,31.0,27,18,99.0,11.0,39.0,19.0
2019-06-19-11,33.72,38.0,23,22,101.0,16.0,38.0,20.0
2019-06-19-12,31.17,29.0,28,25,99.0,18.0,35.0,18.0
2019-06-19-13,30.47,34.0,-999,23,92.0,20.0,29.0,17.0
2019-06-19-14,33.71,-999.0,26,27,84.0,20.0,35.0,18.0
2019-06-19-15,36.11,-999.0,35,27,74.0,21.0,63.0,16.0
2019-06-19-16,39.81,32.0,37,26,81.0,19.0,59.0,18.0
2019-06-19-17,36.33,36.0,42,30,73.0,18.0,63.0,23.0
2019-06-19-18,32.69,36.5,41,31,84.0,18.0,28.0,21.0
2019-06-19-19,29.72,51.0,48,30,91.0,19.0,28.0,19.0
2019-06-19-20,27.47,53.0,53,30,90.0,20.0,37.0,20.0
2019-06-19-21,25.17,53.5,43,26,109.0,18.0,39.0,19.0
2019-06-19-22,26.88,55.0,39,29,115.0,17.0,47.0,21.0
2019-06-19-23,26.8,50.0,45,26,96.0,17.0,50.0,22.0
2019-06-20-00,28.82,44.5,45,24,80.0,19.0,53.0,23.0
2019-06-20-01,27.47,41.5,45,24,74.0,17.0,51.0,25.0
2019-06-20-02,27.24,42.5,30,20,72.0,15.0,51.0,26.0
2019-06-20-03,25.76,44.0,30,22,74.0,14.0,43.0,23.0
2019-06-20-04,24.89,43.0,34,21,73.0,16.0,47.0,21.0
2019-06-20-05,24.83,40.0,32,17,66.0,20.0,49.0,24.0
2019-06-20-06,27.18,38.0,34,22,63.0,23.0,48.0,30.0
2019-06-20-07,27.65,43.5,31,11,64.0,22.0,52.0,37.0
2019-06-20-08,30.17,55.0,35,8,71.0,19.0,62.0,42.0
2019-06-20-09,30.83,45.0,38,11,79.0,19.0,64.0,39.0
2019-06-20-10,31.31,42.5,56,13,90.0,19.0,60.0,30.0
2019-06-20-11,31.75,42.5,37,15,82.0,23.0,60.0,25.0
2019-06-20-12,32.89,39.5,39,14,88.0,23.0,51.0,25.0
2019-06-20-13,34.71,36.0,37,14,83.0,23.0,55.0,21.0
2019-06-20-14,38.53,38.5,41,11,73.0,24.0,60.0,23.0
2019-06-20-15,33.47,42.5,47,12,67.0,24.0,64.0,24.0
2019-06-20-16,29.5,37.5,49,15,52.0,29.0,42.0,29.0
2019-06-20-17,26.24,43.0,51,15,-999.0,-999.0,-999.0,-999.0
2019-06-20-18,21.88,43.0,49,16,97.0,27.0,42.0,34.0
2019-06-20-19,21.0,42.5,42,18,104.0,23.0,39.0,32.0
2019-06-20-20,22.61,39.0,30,15,98.0,23.0,47.0,28.0
2019-06-20-21,21.64,40.0,26,15,97.0,25.0,49.0,22.0
2019-06-20-22,21.46,42.0,35,16,83.0,26.0,54.0,25.0
2019-06-20-23,20.86,48.5,30,16,105.0,23.0,50.0,20.0
2019-06-21-00,22.5,54.0,34,15,141.0,20.0,55.0,21.0
2019-06-21-01,19.67,51.0,25,18,122.0,17.0,56.0,21.0
2019-06-21-02,19.14,49.5,22,21,128.0,21.0,59.0,22.0
2019-06-21-03,17.57,51.5,42,17,158.0,16.0,52.0,22.0
2019-06-21-04,18.2,46.0,27,18,135.0,8.0,55.0,24.0
2019-06-21-05,20.31,45.5,36,20,121.0,9.0,59.0,23.0
2019-06-21-06,21.4,45.5,21,18,113.0,12.0,65.0,24.0
2019-06-21-07,26.31,44.0,36,18,98.0,13.0,69.0,23.0
2019-06-21-08,29.94,48.0,33,16,94.0,12.0,69.0,26.0
2019-06-21-09,34.19,50.5,28,15,88.0,16.0,62.0,23.0
2019-06-21-10,36.5,44.0,32,16,85.0,15.0,65.0,18.0
2019-06-21-11,33.61,42.5,47,15,85.0,11.0,57.0,21.0
2019-06-21-12,32.94,42.5,35,16,72.0,10.0,40.0,21.0
2019-06-21-13,36.61,42.5,45,15,62.0,12.0,46.0,20.0
2019-06-21-14,38.12,44.5,32,15,60.0,21.0,60.0,25.0
2019-06-21-15,36.47,48.5,35,18,52.0,24.0,59.0,24.0
2019-06-21-16,34.24,39.0,26,18,48.0,25.0,31.0,29.0
2019-06-21-17,31.35,36.5,34,20,43.0,25.0,21.0,33.0
2019-06-21-18,28.06,31.5,17,19,47.0,26.0,25.0,34.0
2019-06-21-19,25.18,37.0,14,22,37.0,28.0,26.0,37.0
2019-06-21-20,24.59,37.0,23,24,44.0,32.0,20.0,31.0
2019-06-21-21,19.72,28.0,23,24,49.0,30.0,30.0,24.0
2019-06-21-22,17.88,33.0,18,25,51.0,24.0,34.0,28.0
2019-06-21-23,15.88,26.5,8,24,57.0,25.0,38.0,23.0
2019-06-22-00,13.06,25.5,16,23,52.0,26.0,40.0,24.0
2019-06-22-01,11.56,28.5,10,21,53.0,28.0,46.0,20.0
2019-06-22-02,11.67,28.5,13,20,60.0,28.0,47.0,21.0
2019-06-22-03,10.67,29.5,21,18,51.0,26.0,54.0,24.0
2019-06-22-04,11.31,28.0,15,17,60.0,25.0,51.0,26.0
2019-06-22-05,11.88,31.5,7,16,60.0,24.0,47.0,29.0
2019-06-22-06,10.89,36.0,13,19,64.0,26.0,42.0,23.0
2019-06-22-07,9.94,39.0,13,17,64.0,21.0,42.0,19.0
2019-06-22-08,10.61,41.5,11,17,62.0,15.0,44.0,20.0
2019-06-22-09,11.83,44.0,11,22,53.0,16.0,42.0,22.0
2019-06-22-10,12.56,45.0,5,26,50.0,22.0,32.0,20.0
2019-06-22-11,12.0,56.5,5,21,60.0,22.0,28.0,20.0
2019-06-22-12,12.94,57.5,22,28,55.0,25.0,18.0,20.0
2019-06-22-13,12.0,52.0,13,23,28.0,29.0,14.0,28.0
2019-06-22-14,12.61,51.5,19,21,30.0,32.0,7.0,24.0
2019-06-22-15,13.65,59.0,6,17,35.0,31.0,9.0,24.0
2019-06-22-16,13.06,49.0,9,16,37.0,41.0,10.0,28.0
2019-06-22-17,12.94,45.0,8,14,35.0,38.0,9.0,34.0
2019-06-22-18,13.29,41.0,15,15,36.0,40.0,7.0,41.0
2019-06-22-19,14.17,45.5,10,11,47.0,44.0,9.0,35.0
2019-06-22-20,13.0,47.0,11,17,59.0,47.0,10.0,34.0
2019-06-22-21,12.18,41.0,7,22,72.0,40.0,10.0,34.0
2019-06-22-22,11.35,40.5,12,20,84.0,35.0,11.0,34.0
2019-06-22-23,10.61,33.5,7,19,89.0,24.0,14.0,35.0
2019-06-23-00,9.82,31.0,12,17,92.0,20.0,14.0,26.0
2019-06-23-01,8.89,30.0,9,13,86.0,23.0,14.0,25.0
2019-06-23-02,8.31,22.0,6,12,89.0,25.0,9.0,26.0
2019-06-23-03,8.06,20.0,5,12,85.0,25.0,8.0,25.0
2019-06-23-04,7.94,17.5,9,12,89.0,24.0,10.0,25.0
2019-06-23-05,8.06,19.0,10,16,93.0,26.0,9.0,25.0
2019-06-23-06,8.12,25.5,9,13,94.0,28.0,10.0,21.0
2019-06-23-07,8.06,26.0,16,24,90.0,24.0,10.0,33.0
2019-06-23-08,7.53,25.5,8,31,89.0,22.0,13.0,25.0
2019-06-23-09,8.06,29.0,0,21,87.0,32.0,13.0,25.0
2019-06-23-10,10.39,31.5,17,25,92.0,32.0,14.0,25.0
2019-06-23-11,10.75,34.5,8,17,96.0,30.0,14.0,31.0
2019-06-23-12,11.94,39.0,26,17,95.0,29.0,12.0,25.0
2019-06-23-13,14.12,37.0,18,15,96.0,27.0,13.0,28.0
2019-06-23-14,14.67,29.0,14,16,93.0,34.0,10.0,29.0
2019-06-23-15,13.29,31.5,18,16,87.0,38.0,10.0,33.0
2019-06-23-16,13.89,29.0,6,9,81.0,35.0,12.0,32.0
2019-06-23-17,16.11,33.0,13,10,78.0,38.0,10.0,24.0
2019-06-23-18,17.5,34.5,22,7,74.0,38.0,11.0,21.0
2019-06-23-19,18.76,33.5,21,11,91.0,40.0,15.0,20.0
2019-06-23-20,17.11,36.5,13,10,108.0,41.0,14.0,17.0
2019-06-23-21,13.33,35.0,18,8,94.0,40.0,13.0,14.0
2019-06-23-22,13.87,29.0,12,9,78.0,38.0,14.0,15.0
2019-06-23-23,14.22,29.5,13,7,75.0,38.0,11.0,17.0
2019-06-24-00,13.82,24.0,13,6,74.0,40.0,9.0,14.0
2019-06-24-01,15.39,26.0,8,6,72.0,41.0,8.0,14.0
2019-06-24-02,15.53,29.0,12,7,75.0,37.0,7.0,12.0
2019-06-24-03,15.25,27.5,8,7,69.0,32.0,10.0,15.0
2019-06-24-04,14.24,26.5,8,3,74.0,30.0,8.0,12.0
2019-06-24-05,14.65,33.0,7,4,74.0,28.0,17.0,13.0
2019-06-24-06,14.11,36.5,2,3,67.0,28.0,18.0,12.0
2019-06-24-07,13.28,35.5,0,4,76.0,28.0,21.0,9.0
2019-06-24-08,13.75,41.0,9,4,76.0,27.0,21.0,10.0
2019-06-24-09,16.28,35.5,6,7,77.0,31.0,26.0,13.0
2019-06-24-10,20.17,32.0,1,9,79.0,30.0,28.0,12.0
2019-06-24-11,24.39,38.5,10,4,82.0,31.0,32.0,13.0
2019-06-24-12,31.38,39.5,3,6,76.0,29.0,34.0,16.0
2019-06-24-13,36.94,42.5,6,5,48.0,25.0,34.0,19.0
2019-06-24-14,41.8,41.0,2,6,38.0,24.0,28.0,19.0
2019-06-24-15,35.88,40.5,9,11,55.0,26.0,21.0,16.0
2019-06-24-16,28.06,39.5,16,9,60.0,24.0,21.0,21.0
2019-06-24-17,25.44,44.0,9,15,63.0,27.0,22.0,18.0
2019-06-24-18,23.72,41.0,4,22,65.0,25.0,19.0,17.0
2019-06-24-19,21.29,54.5,5,24,73.0,23.0,17.0,17.0
2019-06-24-20,20.11,41.5,8,20,82.0,25.0,14.0,17.0
2019-06-24-21,23.44,44.0,5,18,97.0,25.0,12.0,18.0
2019-06-24-22,26.06,46.0,9,19,116.0,20.0,11.0,20.0
2019-06-24-23,26.65,44.5,12,19,101.0,18.0,13.0,19.0
2019-06-25-00,25.89,45.0,12,14,99.0,17.0,12.0,14.0
2019-06-25-01,26.53,43.0,8,8,95.0,16.0,12.0,9.0
2019-06-25-02,26.87,40.5,7,11,88.0,16.0,12.0,11.0
2019-06-25-03,30.06,44.5,16,10,97.0,17.0,13.0,17.0
2019-06-25-04,33.44,44.5,20,9,102.0,17.0,13.0,19.0
2019-06-25-05,32.76,33.0,33,7,106.0,19.0,17.0,21.0
2019-06-25-06,31.76,33.5,11,9,98.0,20.0,18.0,21.0
2019-06-25-07,33.28,30.0,21,9,-999.0,-999.0,-999.0,-999.0
2019-06-25-08,31.39,33.0,7,10,108.0,23.0,18.0,21.0
2019-06-25-09,29.56,34.0,22,9,112.0,26.0,18.0,24.0
2019-06-25-10,29.72,22.5,16,13,116.0,26.0,21.0,27.0
2019-06-25-11,30.33,19.0,21,13,115.0,28.0,22.0,24.0
2019-06-25-12,29.06,21.5,26,14,109.0,28.0,21.0,21.0
2019-06-25-13,29.0,19.5,22,12,96.0,28.0,24.0,20.0
2019-06-25-14,30.0,23.5,24,17,92.0,27.0,20.0,16.0
2019-06-25-15,37.06,30.0,29,19,84.0,29.0,20.0,18.0
2019-06-25-16,47.06,33.5,26,17,91.0,31.0,16.0,19.0
2019-06-25-17,47.94,38.5,15,13,76.0,23.0,13.0,18.0
2019-06-25-18,41.28,38.5,18,16,91.0,23.0,16.0,16.0
2019-06-25-19,36.06,37.5,14,17,115.0,21.0,14.0,16.0
2019-06-25-20,30.76,39.5,10,25,141.0,31.0,20.0,16.0
2019-06-25-21,26.94,35.5,13,26,103.0,22.0,24.0,15.0
2019-06-25-22,23.44,33.5,3,23,103.0,21.0,24.0,13.0
2019-06-25-23,21.41,26.0,9,22,101.0,22.0,23.0,15.0
2019-06-26-00,20.0,24.0,22,24,90.0,17.0,23.0,10.0
2019-06-26-01,19.22,22.0,12,26,81.0,17.0,24.0,12.0
2019-06-26-02,20.83,19.5,19,24,73.0,16.0,25.0,18.0
2019-06-26-03,20.89,18.0,12,24,69.0,18.0,29.0,18.0
2019-06-26-04,24.0,19.5,18,26,60.0,22.0,29.0,20.0
2019-06-26-05,23.83,17.0,24,24,64.0,19.0,29.0,23.0
2019-06-26-06,27.18,15.0,12,18,60.0,15.0,30.0,21.0
2019-06-26-07,30.39,14.5,14,25,62.0,10.0,33.0,25.0
2019-06-26-08,35.17,13.5,20,27,68.0,16.0,30.0,28.0
2019-06-26-09,42.47,11.0,16,43,68.0,18.0,29.0,28.0
2019-06-26-10,46.28,8.0,-999,44,76.0,18.0,28.0,29.0
2019-06-26-11,46.24,11.0,31,18,79.0,17.0,22.0,22.0
2019-06-26-12,47.0,11.0,30,19,86.0,22.0,22.0,21.0
2019-06-26-13,42.76,9.5,21,29,94.0,34.0,24.0,23.0
2019-06-26-14,37.81,13.5,19,26,93.0,33.0,33.0,21.0
2019-06-26-15,33.33,14.5,34,23,78.0,28.0,46.0,23.0
2019-06-26-16,38.12,17.5,33,20,91.0,25.0,45.0,22.0
2019-06-26-17,39.81,12.0,30,21,96.0,21.0,46.0,23.0
2019-06-26-18,39.62,13.5,29,19,110.0,22.0,40.0,19.0
2019-06-26-19,36.75,12.5,30,18,120.0,18.0,33.0,24.0
2019-06-26-20,35.33,10.0,32,16,121.0,17.0,35.0,28.0
2019-06-26-21,32.83,9.0,44,23,117.0,18.0,39.0,24.0
2019-06-26-22,27.76,9.0,32,18,95.0,20.0,44.0,20.0
2019-06-26-23,20.13,6.0,39,17,65.0,23.0,45.0,16.0
2019-06-27-00,15.19,11.0,16,15,76.0,25.0,45.0,13.0
2019-06-27-01,15.6,13.5,16,12,76.0,26.0,45.0,18.0
2019-06-27-02,13.08,14.5,18,13,78.0,22.0,45.0,23.0
2019-06-27-03,10.71,13.5,13,14,70.0,20.0,48.0,28.0
2019-06-27-04,11.44,15.5,23,11,66.0,21.0,47.0,27.0
2019-06-27-05,11.69,16.0,36,12,64.0,20.0,50.0,24.0
2019-06-27-06,13.5,9.5,22,11,69.0,20.0,50.0,25.0
2019-06-27-07,12.13,8.0,15,10,78.0,28.0,52.0,27.0
2019-06-27-08,12.0,12.0,21,7,84.0,27.0,53.0,29.0
2019-06-27-09,11.19,14.0,13,6,81.0,25.0,53.0,34.0
2019-06-27-10,10.19,18.0,12,8,84.0,29.0,51.0,39.0
2019-06-27-11,10.19,16.0,10,9,70.0,31.0,52.0,43.0
2019-06-27-12,9.53,16.5,21,7,66.0,27.0,48.0,37.0
2019-06-27-13,12.06,19.5,6,10,87.0,33.0,39.0,30.0
2019-06-27-14,15.24,18.0,1,8,88.0,34.0,36.0,33.0
2019-06-27-15,26.22,19.0,23,10,81.0,46.0,40.0,25.0
2019-06-27-16,37.59,23.5,8,10,71.0,34.0,43.0,27.0
2019-06-27-17,39.47,29.0,5,13,76.0,29.0,47.0,30.0
2019-06-27-18,37.07,30.5,4,18,72.0,29.0,41.0,28.0
2019-06-27-19,37.87,27.5,11,16,77.0,27.0,35.0,26.0
2019-06-27-20,37.33,34.5,18,18,79.0,28.0,45.0,27.0
2019-06-27-21,38.78,38.0,19,21,94.0,29.0,55.0,23.0
2019-06-27-22,39.24,31.5,26,20,87.0,32.0,57.0,22.0
2019-06-27-23,38.88,30.5,15,19,74.0,31.0,50.0,21.0
2019-06-28-00,39.72,27.5,14,13,75.0,33.0,46.0,20.0
2019-06-28-01,40.39,37.0,13,17,69.0,35.0,44.0,24.0
2019-06-28-02,43.43,37.5,12,22,61.0,34.0,46.0,28.0
2019-06-28-03,41.8,37.5,4,23,46.0,30.0,52.0,25.0
2019-06-28-04,39.47,37.5,7,19,26.0,29.0,51.0,26.0
2019-06-28-05,30.14,31.0,10,17,21.0,29.0,59.0,25.0
2019-06-28-06,29.94,31.5,10,14,20.0,32.0,60.0,26.0
2019-06-28-07,33.07,27.0,8,16,23.0,30.0,60.0,23.0
2019-06-28-08,40.0,36.0,1,17,19.0,28.0,65.0,22.0
2019-06-28-09,50.81,36.5,4,20,17.0,33.0,66.0,26.0
2019-06-28-10,57.8,31.0,39,14,18.0,41.0,59.0,25.0
2019-06-28-11,57.0,31.5,29,19,19.0,44.0,53.0,26.0
2019-06-28-12,50.19,37.5,26,13,20.0,48.0,53.0,27.0
2019-06-28-13,41.88,34.5,26,14,19.0,46.0,50.0,27.0
2019-06-28-14,39.62,36.0,19,11,20.0,45.0,49.0,20.0
2019-06-28-15,36.47,32.5,32,15,26.0,42.0,42.0,20.0
2019-06-28-16,39.71,27.5,20,17,33.0,44.0,38.0,21.0
2019-06-28-17,42.61,30.5,19,18,36.0,46.0,35.0,23.0
2019-06-28-18,39.17,31.5,31,19,51.0,44.0,36.0,24.0
2019-06-28-19,36.67,32.0,40,18,54.0,55.0,38.0,18.0
2019-06-28-20,31.28,35.0,20,18,53.0,58.0,36.0,17.0
2019-06-28-21,26.06,41.0,26,18,68.0,59.0,41.0,15.0
2019-06-28-22,21.56,47.0,21,17,78.0,66.0,43.0,18.0
2019-06-28-23,19.94,47.0,13,17,78.0,53.0,46.0,15.0
2019-06-29-00,21.82,42.5,13,16,78.0,46.0,43.0,14.0
2019-06-29-01,21.59,43.0,27,18,68.0,42.0,42.0,16.0
2019-06-29-02,25.21,36.5,14,15,64.0,40.0,44.0,20.0
2019-06-29-03,25.19,38.0,23,14,36.0,38.0,42.0,25.0
2019-06-29-04,27.38,34.0,23,16,35.0,42.0,42.0,25.0
2019-06-29-05,25.44,38.5,4,17,33.0,45.0,48.0,27.0
2019-06-29-06,23.07,31.5,1,19,28.0,49.0,42.0,27.0
2019-06-29-07,22.0,34.0,8,21,34.0,52.0,48.0,29.0
2019-06-29-08,24.8,49.0,9,23,37.0,53.0,58.0,28.0
2019-06-29-09,27.24,40.0,0,20,23.0,53.0,50.0,32.0
2019-06-29-10,31.76,23.5,9,17,16.0,51.0,44.0,29.0
2019-06-29-11,30.18,21.0,14,12,25.0,58.0,49.0,25.0
2019-06-29-12,32.0,18.0,7,18,36.0,65.0,40.0,21.0
2019-06-29-13,30.06,11.0,8,18,27.0,70.0,38.0,18.0
2019-06-29-14,25.71,12.0,4,20,23.0,35.0,46.0,17.0
2019-06-29-15,21.71,21.5,3,20,22.0,22.0,55.0,17.0
2019-06-29-16,21.44,22.5,4,19,16.0,13.0,52.0,17.0
2019-06-29-17,23.0,28.0,12,14,16.0,8.0,32.0,19.0
2019-06-29-18,22.31,31.5,3,12,18.0,9.0,36.0,22.0
2019-06-29-19,23.4,26.5,10,14,22.0,13.0,38.0,27.0
2019-06-29-20,22.4,28.5,12,22,20.0,21.0,36.0,27.0
2019-06-29-21,23.35,24.0,11,25,22.0,28.0,35.0,26.0
2019-06-29-22,24.88,27.5,16,25,20.0,36.0,34.0,22.0
2019-06-29-23,29.36,25.5,15,23,15.0,34.0,32.0,18.0
2019-06-30-00,30.69,9.0,15,23,13.0,35.0,32.0,20.0
2019-06-30-01,34.69,11.5,12,26,12.0,32.0,33.0,18.0
2019-06-30-02,41.56,6.5,11,25,14.0,28.0,39.0,21.0
2019-06-30-03,41.78,8.0,8,25,17.0,27.0,43.0,20.0
2019-06-30-04,40.59,7.5,2,23,19.0,14.0,42.0,22.0
2019-06-30-05,39.82,11.0,2,22,20.0,5.0,38.0,26.0
2019-06-30-06,38.35,11.0,3,22,19.0,7.0,37.0,29.0
2019-06-30-07,34.78,13.0,11,22,16.0,7.0,35.0,28.0
2019-06-30-08,32.17,18.0,9,22,19.0,8.0,37.0,25.0
2019-06-30-09,27.83,25.0,2,20,15.0,9.0,44.0,26.0
2019-06-30-10,20.76,28.5,13,18,17.0,7.0,41.0,31.0
2019-06-30-11,17.56,21.5,14,21,17.0,7.0,47.0,26.0
2019-06-30-12,20.12,17.0,3,17,18.0,8.0,56.0,24.0
2019-06-30-13,25.56,20.5,12,20,15.0,13.0,52.0,22.0
2019-06-30-14,29.07,21.5,7,17,14.0,11.0,57.0,20.0
2019-06-30-15,28.11,21.5,5,17,13.0,9.0,49.0,20.0
2019-06-30-16,27.33,27.0,11,19,14.0,5.0,31.0,18.0
2019-06-30-17,30.5,21.0,8,23,13.0,11.0,22.0,20.0
2019-06-30-18,32.71,30.0,5,24,14.0,12.0,28.0,16.0
2019-06-30-19,37.0,25.5,8,24,20.0,12.0,33.0,18.0
2019-06-30-20,41.06,27.5,11,25,21.0,18.0,33.0,12.0
2019-06-30-21,41.0,25.0,18,26,25.0,20.0,41.0,15.0
2019-06-30-22,40.12,25.5,17,25,27.0,22.0,41.0,16.0
2019-06-30-23,42.17,25.0,19,26,23.0,25.0,36.0,13.0
2019-07-01-00,45.83,22.0,16,29,25.0,16.0,40.0,16.0
2019-07-01-01,43.53,19.0,12,28,28.0,15.0,36.0,13.0
2019-07-01-02,39.33,20.0,5,28,26.0,10.0,34.0,16.0
2019-07-01-03,35.47,22.5,5,28,32.0,10.0,26.0,19.0
2019-07-01-04,33.75,23.0,0,30,38.0,13.0,28.0,11.0
2019-07-01-05,34.71,17.5,6,32,41.0,13.0,40.0,12.0
2019-07-01-06,34.94,18.5,5,32,38.0,17.0,42.0,18.0
2019-07-01-07,35.76,20.0,3,34,38.0,18.0,40.0,21.0
2019-07-01-08,36.94,21.0,6,34,26.0,12.0,45.0,15.0
2019-07-01-09,35.94,26.5,11,36,21.0,8.0,55.0,15.0
2019-07-01-10,37.94,22.5,10,37,13.0,16.0,50.0,12.0
2019-07-01-11,39.72,19.5,15,35,10.0,7.0,53.0,19.0
2019-07-01-12,39.06,23.0,36,34,11.0,14.0,61.0,13.0
2019-07-01-13,35.53,19.5,28,37,12.0,9.0,52.0,19.0
2019-07-01-14,32.44,22.5,28,33,16.0,9.0,42.0,16.0
2019-07-01-15,30.67,22.0,41,30,11.0,11.0,52.0,23.0
2019-07-01-16,30.33,20.5,36,33,15.0,15.0,53.0,23.0
2019-07-01-17,27.72,31.0,56,36,17.0,16.0,54.0,17.0
2019-07-01-18,24.78,28.5,47,34,23.0,17.0,39.0,14.0
2019-07-01-19,24.56,30.0,38,32,23.0,23.0,26.0,17.0
2019-07-01-20,25.0,36.5,40,32,31.0,30.0,22.0,17.0
2019-07-01-21,26.11,34.5,39,33,42.0,28.0,20.0,19.0
2019-07-01-22,28.83,37.5,18,35,52.0,19.0,18.0,17.0
2019-07-01-23,28.69,27.0,28,37,79.0,14.0,12.0,17.0
2019-07-02-00,28.94,25.0,17,31,89.0,10.0,13.0,17.0
2019-07-02-01,28.47,24.5,31,30,79.0,9.0,9.0,23.0
2019-07-02-02,32.56,22.0,24,27,67.0,12.0,13.0,24.0
2019-07-02-03,32.67,24.5,30,28,65.0,18.0,14.0,25.0
2019-07-02-04,34.19,30.0,27,22,59.0,21.0,13.0,22.0
2019-07-02-05,33.2,26.5,22,19,52.0,22.0,13.0,28.0
2019-07-02-06,33.53,26.5,10,28,52.0,24.0,23.0,28.0
2019-07-02-07,31.5,21.0,14,28,64.0,23.0,13.0,23.0
2019-07-02-08,31.39,27.0,31,23,78.0,21.0,14.0,28.0
2019-07-02-09,30.56,24.5,50,22,90.0,21.0,15.0,29.0
2019-07-02-10,32.06,24.0,60,25,84.0,21.0,13.0,32.0
2019-07-02-11,29.88,23.0,75,27,73.0,20.0,20.0,31.0
2019-07-02-12,29.27,26.0,57,25,61.0,19.0,15.0,31.0
2019-07-02-13,29.67,31.0,79,25,57.0,19.0,19.0,32.0
2019-07-02-14,32.47,34.0,49,31,56.0,23.0,27.0,32.0
2019-07-02-15,32.0,29.5,24,27,59.0,19.0,18.0,30.0
2019-07-02-16,31.44,35.0,24,26,95.0,23.0,23.0,30.0
2019-07-02-17,29.83,27.0,18,33,46.0,25.0,13.0,31.0
2019-07-02-18,27.39,24.5,22,34,41.0,26.0,19.0,38.0
2019-07-02-19,26.11,26.0,30,37,46.0,31.0,16.0,35.0
2019-07-02-20,23.56,33.0,21,39,70.0,34.0,11.0,33.0
2019-07-02-21,25.5,35.0,17,38,58.0,31.0,11.0,14.0
2019-07-02-22,25.88,42.0,33,36,53.0,31.0,10.0,10.0
2019-07-02-23,28.44,39.5,24,39,55.0,28.0,11.0,9.0
2019-07-03-00,31.12,33.5,25,40,42.0,26.0,7.0,6.0
2019-07-03-01,32.06,39.0,32,39,37.0,26.0,10.0,8.0
