經度,緯度,八小時平均值差值(ppb),背景模擬濃度(ppb),增量後模擬濃度(ppb)
120.98401,22.804367,0.00299835205078125,49.62,49.62
121.01428,22.804153,0.00168609619140625,34.37,34.37
121.044586,22.803947,0.00124359130859375,33.59,33.59
121.07486,22.803726,0.000885009765625,39.27,39.28
121.10513,22.80349,0.000659942626953125,41.51,41.51
121.13541,22.80326,0.000598907470703125,42.83,42.83
121.16568,22.803024,0.00054931640625,42.14,42.14
121.19595,22.802765,0.000484466552734375,40.24,40.24
121.22623,22.802528,0.000457763671875,50.87,50.87
121.2565,22.802269,0.000431060791015625,41.18,41.18
121.28677,22.801994,0.00037384033203125,41.17,41.17
121.31708,22.801727,0.000286102294921875,47.78,47.78
121.34735,22.801453,0.000247955322265625,37.62,37.62
121.377625,22.80117,0.000232696533203125,39.03,39.03
121.4079,22.80088,0.000209808349609375,33.52,33.52
121.43817,22.800575,0.000186920166015625,49.37,49.37
121.468445,22.800278,0.000171661376953125,36.35,36.35
121.49872,22.799973,0.000133514404296875,53.19,53.19
121.52899,22.799652,0.00011444091796875,48.63,48.63
121.559265,22.799324,9.918212890625e-05,49.93,49.93
121.58954,22.798988,8.0108642578125e-05,52.54,52.54
121.61981,22.798668,6.4849853515625e-05,50.08,50.08
121.650085,22.798332,5.7220458984375e-05,43.01,43.01
121.68036,22.797974,4.1961669921875e-05,38.95,38.95
121.71063,22.797638,3.0517578125e-05,36.89,36.89
121.740906,22.797272,2.6702880859375e-05,43.43,43.43
121.77118,22.796898,1.9073486328125e-05,53.12,53.12
121.80145,22.79654,1.52587890625e-05,33.52,33.52
121.831726,22.796158,1.52587890625e-05,33.43,33.43
121.862,22.795776,1.52587890625e-05,41.42,41.42
121.89227,22.795387,1.1444091796875e-05,40.49,40.49
121.92255,22.794983,1.1444091796875e-05,51.0,51.0
121.95282,22.794586,1.1444091796875e-05,38.01,38.01
121.98309,22.794167,7.62939453125e-06,35.56,35.56
122.01337,22.793755,7.62939453125e-06,42.52,42.52
122.04364,22.793335,7.62939453125e-06,55.03,55.03
119.2883,22.833847,0.001575469970703125,40.5,40.5
119.3186,22.834015,0.001583099365234375,40.77,40.77
119.34888,22.83416,0.00159454345703125,40.52,40.53
119.37915,22.834282,0.001575469970703125,40.35,40.35
119.409424,22.834404,0.001567840576171875,40.22,40.22
119.43973,22.834534,0.00160980224609375,39.69,39.69
119.47,22.834633,0.00171661376953125,39.41,39.41
119.500305,22.834747,0.001861572265625,55.74,55.74
119.53058,22.834854,0.002086639404296875,52.25,52.26
119.56085,22.834946,0.002414703369140625,42.85,42.85
119.591156,22.83503,0.00260162353515625,43.31,43.31
119.62143,22.835114,0.0029144287109375,43.84,43.84
119.65173,22.835197,0.003261566162109375,43.39,43.39
119.68201,22.835266,0.0035552978515625,43.73,43.73
119.71228,22.83532,0.003814697265625,44.01,44.02
119.74255,22.835365,0.00411224365234375,44.3,44.31
119.77286,22.835419,0.0043792724609375,44.7,44.71
119.80313,22.835464,0.0048370361328125,45.23,45.24
119.833435,22.83551,0.005584716796875,46.79,46.79
119.86371,22.83554,0.006931304931640625,47.72,47.73
119.89398,22.835564,0.00730133056640625,48.98,48.98
119.924286,22.835594,0.007358551025390625,53.15,53.16
119.95456,22.83561,0.007503509521484375,51.63,51.64
119.98486,22.83561,0.007328033447265625,50.44,50.45
120.01514,22.83561,0.00695037841796875,45.62,45.63
120.04541,22.83561,0.007129669189453125,46.22,46.22
120.075714,22.835594,0.007328033447265625,46.18,46.18
120.10599,22.835564,0.00737762451171875,45.54,45.55
120.13629,22.83554,0.00743865966796875,43.74,43.75
120.166565,22.83551,0.007541656494140625,43.61,43.62
120.19684,22.835464,0.007793426513671875,43.72,43.73
120.22714,22.835419,0.009441375732421875,52.04,52.04
120.257416,22.835365,0.0126800537109375,52.08,52.09
120.28772,22.83532,0.01306915283203125,54.03,54.04
120.31799,22.835266,0.013568878173828125,62.25,62.27
120.34827,22.835197,0.0140838623046875,59.97,59.98
120.37854,22.835114,0.01427459716796875,60.6,60.62
120.408844,22.83503,0.015796661376953125,53.5,53.51
120.43912,22.834946,0.01677703857421875,54.16,54.18
120.46942,22.834854,0.018169403076171875,54.76,54.78
120.499695,22.834747,0.021488189697265625,62.16,62.18
120.52997,22.834633,0.02764129638671875,64.47,64.5
120.56027,22.834534,0.03106689453125,72.6,72.64
120.590546,22.834404,0.03043365478515625,73.5,73.53
120.62085,22.834282,0.0319366455078125,70.96,70.99
120.65112,22.83416,0.0322265625,69.38,69.41
120.6814,22.834015,0.0303802490234375,69.46,69.49
120.7117,22.833847,0.0292205810546875,67.63,67.65
120.741974,22.83371,0.020061492919921875,53.45,53.47
120.77225,22.833565,0.01714324951171875,68.35,68.37
120.80255,22.833405,0.01462554931640625,64.57,64.58
120.832825,22.833214,0.01302337646484375,63.03,63.04
120.8631,22.833054,0.01169586181640625,64.16,64.17
120.8934,22.83287,0.008182525634765625,56.42,56.43
120.923676,22.832664,0.00499725341796875,34.52,34.52
120.95398,22.832481,0.004547119140625,34.6,34.6
120.98425,22.832283,0.00240325927734375,43.81,43.81
121.01453,22.832062,0.001750946044921875,35.34,35.34
121.0448,22.831863,0.00128936767578125,33.48,33.48
121.0751,22.831627,0.000911712646484375,48.13,48.13
121.10538,22.831413,0.000659942626953125,42.0,42.0
121.13568,22.831161,0.000583648681640625,43.08,43.08
121.165955,22.830933,0.00054931640625,41.75,41.75
121.19623,22.830696,0.000507354736328125,39.89,39.9
121.2265,22.830437,0.000499725341796875,40.95,40.95
121.256775,22.830185,0.000400543212890625,49.18,49.18
121.28708,22.829918,0.000408172607421875,50.12,50.12
121.31735,22.829636,0.0003509521484375,41.32,41.32
121.34766,22.829353,0.00028228759765625,47.7,47.7
121.37793,22.829086,0.000244140625,36.74,36.74
121.4082,22.828796,0.000232696533203125,37.87,37.87
121.43848,22.828484,0.0001678466796875,49.42,49.42
121.46875,22.828194,0.000156402587890625,49.85,49.85
121.499054,22.82788,0.000141143798828125,53.2,53.2
121.52933,22.827576,0.000125885009765625,50.03,50.03
121.5596,22.827248,0.0001068115234375,50.07,50.07
121.589905,22.826889,8.392333984375e-05,43.58,43.58
121.62018,22.826584,6.866455078125e-05,43.56,43.56
121.65045,22.82624,4.9591064453125e-05,50.37,50.37
121.680725,22.825882,4.1961669921875e-05,50.29,50.29
121.711,22.825539,3.4332275390625e-05,42.76,42.76
121.7413,22.82518,3.0517578125e-05,40.09,40.09
121.771576,22.824814,2.288818359375e-05,40.94,40.94
121.80185,22.824448,1.9073486328125e-05,43.81,43.81
121.83215,22.824059,1.52587890625e-05,50.78,50.78
121.86243,22.823677,1.52587890625e-05,43.52,43.52
121.8927,22.823288,1.1444091796875e-05,40.24,40.24
121.92297,22.822891,1.1444091796875e-05,51.06,51.06
121.95325,22.82248,1.1444091796875e-05,31.85,31.85
121.98352,22.822067,7.62939453125e-06,48.85,48.85
122.013794,22.821663,7.62939453125e-06,44.29,44.29
122.04407,22.821243,7.62939453125e-06,36.72,36.72
119.28815,22.861778,0.001499176025390625,42.7,42.7
119.31842,22.861923,0.001552581787109375,40.91,40.91
119.348724,22.86206,0.001560211181640625,40.71,40.71
119.37903,22.862198,0.001560211181640625,40.52,40.52
119.4093,22.86232,0.0015411376953125,40.36,40.36
119.439606,22.862442,0.00154876708984375,39.84,39.85
119.46988,22.862556,0.0016632080078125,55.9,55.91
119.50018,22.862656,0.001819610595703125,55.74,55.74
119.53046,22.862755,0.00200653076171875,55.49,55.49
119.56076,22.862862,0.002292633056640625,52.16,52.16
119.591064,22.862953,0.0024566650390625,42.98,42.98
119.62134,22.863022,0.002758026123046875,42.63,42.63
119.65164,22.863113,0.00311279296875,43.09,43.09
119.681946,22.863182,0.003444671630859375,43.45,43.45
119.71222,22.863235,0.00370025634765625,43.73,43.73
119.74252,22.863281,0.003978729248046875,44.0,44.0
119.7728,22.863358,0.004215240478515625,44.36,44.37
119.8031,22.863388,0.0045623779296875,44.84,44.84
119.833374,22.863419,0.005298614501953125,46.31,46.31
119.86368,22.86345,0.006561279296875,47.25,47.26
119.89398,22.863472,0.007053375244140625,48.93,48.94
119.924255,22.863503,0.00714874267578125,47.63,47.64
119.95456,22.86351,0.0073089599609375,47.02,47.02
119.98486,22.86351,0.00738525390625,50.29,50.3
120.01514,22.86351,0.0069732666015625,49.19,49.2
120.04544,22.86351,0.007099151611328125,45.78,45.79
120.075714,22.863503,0.007312774658203125,46.07,46.08
120.10602,22.863472,0.007415771484375,45.6,45.61
120.13629,22.86345,0.007541656494140625,44.21,44.22
120.166595,22.863419,0.00751495361328125,44.29,44.3
120.1969,22.863388,0.007843017578125,55.15,55.15
120.22717,22.863358,0.010356903076171875,47.44,47.45
120.25748,22.863281,0.01263427734375,53.27,53.28
120.28778,22.863235,0.012783050537109375,55.0,55.01
120.318054,22.863182,0.01275634765625,60.78,60.79
120.34836,22.863113,0.013637542724609375,58.96,58.98
120.37866,22.863022,0.013828277587890625,52.02,52.04
120.408936,22.862953,0.01570892333984375,53.98,53.99
120.43924,22.862862,0.016895294189453125,54.86,54.88
120.46951,22.862755,0.01807403564453125,55.11,55.13
120.49982,22.862656,0.02088165283203125,61.77,61.79
120.53009,22.862556,0.02759552001953125,64.12,64.14
120.560394,22.862442,0.02872467041015625,70.03,70.06
120.5907,22.86232,0.02986907958984375,71.89,71.92
120.62097,22.862198,0.03269195556640625,58.08,58.11
120.651276,22.86206,0.0327911376953125,58.0,58.03
120.68155,22.861923,0.03276824951171875,58.4,58.43
120.71185,22.861778,0.0308990478515625,67.83,67.87
120.74213,22.861618,0.025745391845703125,53.69,53.71
120.77243,22.86148,0.0203704833984375,48.89,48.91
120.802734,22.861305,0.01458740234375,66.83,66.84
120.83301,22.861122,0.011379241943359375,63.56,63.57
120.86331,22.860962,0.0101165771484375,55.04,55.05
120.893616,22.860771,0.007007598876953125,40.46,40.47
120.92389,22.86058,0.002750396728515625,33.79,33.79
120.95416,22.860382,0.00199127197265625,33.46,33.46
120.98447,22.860191,0.0018310546875,33.68,33.68
121.01477,22.85997,0.001407623291015625,33.2,33.21
121.045044,22.859772,0.001300811767578125,33.49,33.5
121.07535,22.859535,0.000904083251953125,40.52,40.53
121.10562,22.859314,0.000698089599609375,40.8,40.8
121.135925,22.859093,0.0006256103515625,35.9,35.9
121.1662,22.858833,0.000545501708984375,34.73,34.73
121.1965,22.858604,0.0005645751953125,40.4,40.4
121.22681,22.858353,0.000522613525390625,40.4,40.4
121.25708,22.858093,0.000476837158203125,49.32,49.32
121.28735,22.857819,0.000370025634765625,49.12,49.12
121.31766,22.857552,0.00032806396484375,49.94,49.94
121.34796,22.85727,0.000286102294921875,49.66,49.66
121.378235,22.856987,0.000263214111328125,36.15,36.15
121.40851,22.856705,0.000263214111328125,47.54,47.54
121.43881,22.856407,0.000202178955078125,33.34,33.34
121.46912,22.85611,0.000152587890625,53.12,53.12
121.49939,22.85579,0.00014495849609375,53.09,53.09
121.52966,22.855476,0.00012969970703125,53.44,53.44
121.55997,22.855148,0.00011444091796875,50.2,50.2
121.59024,22.854828,8.392333984375e-05,43.6,43.6
121.620544,22.854507,7.2479248046875e-05,43.52,43.52
121.65082,22.854156,5.340576171875e-05,42.86,42.86
121.68112,22.85379,4.1961669921875e-05,42.91,42.91
121.711395,22.85344,3.814697265625e-05,35.86,35.86
121.7417,22.85308,3.0517578125e-05,34.33,34.33
121.77197,22.852722,2.288818359375e-05,46.72,46.72
121.802246,22.852356,1.9073486328125e-05,32.88,32.88
121.83255,22.851967,1.9073486328125e-05,50.81,50.81
121.86282,22.851593,1.52587890625e-05,40.21,40.21
121.89313,22.851196,1.1444091796875e-05,50.94,50.94
121.9234,22.850792,1.1444091796875e-05,51.05,51.05
121.953674,22.850388,7.62939453125e-06,41.66,41.66
121.98398,22.849983,7.62939453125e-06,40.09,40.09
122.01425,22.849571,7.62939453125e-06,51.48,51.48
122.044556,22.84916,7.62939453125e-06,45.39,45.39
119.287964,22.889687,0.00142669677734375,42.94,42.94
119.31827,22.889847,0.001495361328125,40.04,40.04
119.34857,22.889969,0.001556396484375,40.85,40.85
119.378876,22.890106,0.0015411376953125,40.69,40.69
119.40918,22.890236,0.0015411376953125,40.51,40.51
119.43945,22.89035,0.00153350830078125,40.34,40.34
119.46976,22.890457,0.001621246337890625,55.87,55.87
119.50006,22.890572,0.001766204833984375,55.73,55.73
119.530365,22.890678,0.001941680908203125,55.5,55.5
119.56067,22.890762,0.002155303955078125,55.2,55.2
119.59097,22.890862,0.00235748291015625,41.24,41.24
119.62128,22.890938,0.002605438232421875,42.32,42.33
119.65155,22.891022,0.00296783447265625,42.79,42.79
119.681854,22.891083,0.003314971923828125,43.15,43.16
119.71216,22.891136,0.003589630126953125,43.45,43.45
119.74246,22.891212,0.00382232666015625,43.71,43.71
119.772766,22.891258,0.004062652587890625,44.04,44.05
119.80304,22.891296,0.004337310791015625,45.1,45.1
119.83334,22.891342,0.00501251220703125,45.81,45.82
119.86365,22.89138,0.00612640380859375,46.73,46.74
119.89395,22.891403,0.006793975830078125,48.92,48.93
119.924255,22.891418,0.006916046142578125,47.55,47.56
119.95453,22.891434,0.0069732666015625,46.85,46.85
119.98486,22.891434,0.0072021484375,46.44,46.45
120.01514,22.891434,0.0068817138671875,43.97,43.98
120.04544,22.891434,0.006927490234375,42.16,42.17
120.075745,22.891418,0.0069427490234375,39.72,39.73
120.10605,22.891403,0.0071868896484375,37.91,37.92
120.13635,22.89138,0.00724029541015625,35.53,35.53
120.166626,22.891342,0.007595062255859375,42.79,42.8
120.19693,22.891296,0.008235931396484375,47.27,47.28
120.227234,22.891258,0.010677337646484375,52.58,52.59
120.25754,22.891212,0.012119293212890625,54.41,54.42
120.28784,22.891136,0.01312255859375,52.96,52.98
120.318115,22.891083,0.0136566162109375,61.61,61.62
120.34845,22.891022,0.0132293701171875,68.16,68.17
120.37872,22.890938,0.0142364501953125,70.03,70.05
120.40903,22.890862,0.015716552734375,54.09,54.11
120.43933,22.890762,0.016941070556640625,55.17,55.19
120.469635,22.890678,0.018260955810546875,55.55,55.57
120.49994,22.890572,0.02132415771484375,61.76,61.78
120.53021,22.890457,0.0259552001953125,64.02,64.05
120.56052,22.89035,0.027984619140625,67.96,67.99
120.59082,22.890236,0.028850555419921875,55.36,55.38
120.621124,22.890106,0.031711578369140625,56.86,56.89
120.65143,22.889969,0.031993865966796875,57.04,57.07
120.6817,22.889847,0.03295135498046875,68.74,68.78
120.712006,22.889687,0.032135009765625,67.75,67.78
120.74231,22.889519,0.029815673828125,63.95,63.98
120.77261,22.889389,0.023517608642578125,50.77,50.79
120.80292,22.889214,0.0167999267578125,68.4,68.41
120.83319,22.889053,0.012683868408203125,41.84,41.86
120.863495,22.88887,0.00978851318359375,54.52,54.53
120.8938,22.888695,0.006256103515625,39.52,39.53
120.9241,22.888489,0.002468109130859375,33.0,33.01
120.95441,22.888298,0.00200653076171875,41.69,41.69
120.98468,22.8881,0.00193023681640625,42.13,42.13
121.014984,22.887894,0.001605987548828125,43.42,43.42
121.04529,22.88768,0.00142669677734375,42.71,42.71
121.07559,22.887459,0.00102996826171875,32.99,32.99
121.105896,22.887222,0.000789642333984375,33.57,33.57
121.13617,22.887001,0.000698089599609375,36.39,36.4
121.16647,22.886757,0.00064849853515625,34.04,34.05
121.19678,22.886505,0.00061798095703125,36.31,36.32
121.22705,22.886253,0.000606536865234375,38.09,38.09
121.257355,22.885994,0.000518798828125,41.08,41.08
121.28766,22.885727,0.00041961669921875,49.83,49.83
121.31796,22.88546,0.00034332275390625,48.35,48.35
121.34827,22.885193,0.00030517578125,47.76,47.76
121.37854,22.88491,0.000270843505859375,36.22,36.22
121.408844,22.884613,0.000274658203125,47.55,47.55
121.43915,22.884315,0.000232696533203125,32.91,32.91
121.46942,22.884018,0.0001678466796875,32.92,32.92
121.499725,22.883713,0.000148773193359375,53.16,53.16
121.53003,22.883385,0.0001373291015625,53.47,53.47
121.5603,22.883057,0.0001220703125,47.1,47.1
121.59061,22.882736,9.1552734375e-05,47.92,47.92
121.62091,22.882408,8.0108642578125e-05,50.44,50.44
121.651184,22.882065,5.7220458984375e-05,40.06,40.06
121.68149,22.881714,4.9591064453125e-05,50.62,50.62
121.71179,22.881363,3.814697265625e-05,50.67,50.67
121.742065,22.881004,3.0517578125e-05,50.73,50.73
121.77237,22.880646,2.6702880859375e-05,43.79,43.79
121.80267,22.880272,1.9073486328125e-05,53.64,53.64
121.83295,22.879883,1.9073486328125e-05,40.21,40.21
121.86325,22.879509,1.1444091796875e-05,43.82,43.82
121.893555,22.879105,1.1444091796875e-05,40.97,40.97
121.92383,22.878708,1.1444091796875e-05,32.95,32.95
121.95413,22.878304,1.1444091796875e-05,40.4,40.4
121.984436,22.8779,7.62939453125e-06,42.73,42.73
122.01471,22.877472,7.62939453125e-06,45.52,45.52
122.04501,22.87706,7.62939453125e-06,43.15,43.15
119.28781,22.917595,0.001434326171875,43.16,43.16
119.318115,22.917755,0.001422882080078125,40.1,40.1
119.34842,22.917885,0.00153350830078125,40.87,40.87
119.37872,22.918015,0.001522064208984375,40.79,40.79
119.40903,22.918144,0.00151824951171875,40.64,40.64
119.43933,22.918274,0.00150299072265625,40.46,40.46
119.469666,22.918373,0.001567840576171875,55.85,55.85
119.49994,22.91848,0.00171661376953125,55.72,55.72
119.53027,22.918594,0.001873016357421875,55.51,55.52
119.56055,22.918694,0.00208282470703125,55.22,55.22
119.59088,22.918762,0.002292633056640625,40.76,40.76
119.621185,22.918846,0.002483367919921875,54.66,54.66
119.65149,22.91893,0.0027923583984375,42.47,42.48
119.68179,22.918999,0.00315093994140625,42.86,42.86
119.7121,22.919067,0.003459930419921875,43.17,43.17
119.7424,22.91912,0.003681182861328125,43.42,43.42
119.772705,22.919167,0.00390625,44.32,44.32
119.80301,22.919205,0.004138946533203125,44.68,44.69
119.83331,22.91925,0.00467681884765625,45.29,45.29
119.86362,22.919289,0.00566864013671875,46.18,46.18
119.89392,22.919304,0.006561279296875,48.96,48.96
119.924225,22.919327,0.006679534912109375,47.55,47.56
119.95453,22.919342,0.006702423095703125,46.67,46.68
119.98483,22.919342,0.0069122314453125,46.38,46.39
120.01514,22.919342,0.00678253173828125,43.33,43.34
120.04547,22.919342,0.00650787353515625,41.8,41.8
120.075745,22.919327,0.00658416748046875,39.29,39.3
120.10608,22.919304,0.006771087646484375,37.51,37.52
120.13635,22.919289,0.00716400146484375,58.04,58.04
120.16669,22.91925,0.007572174072265625,42.93,42.93
120.19699,22.919205,0.008575439453125,47.38,47.39
120.227295,22.919167,0.009746551513671875,50.95,50.96
120.2576,22.91912,0.011821746826171875,48.63,48.64
120.2879,22.919067,0.014606475830078125,53.45,53.47
120.31821,22.918999,0.014278411865234375,61.25,61.26
120.34851,22.91893,0.013797760009765625,58.97,58.98
120.378815,22.918846,0.0139617919921875,70.11,70.12
120.40912,22.918762,0.01566314697265625,71.54,71.55
120.43942,22.918694,0.01696014404296875,55.48,55.5
120.46973,22.918594,0.018280029296875,55.91,55.93
120.50003,22.91848,0.021198272705078125,61.69,61.71
120.530334,22.918373,0.025249481201171875,63.65,63.67
120.56064,22.918274,0.0271759033203125,66.01,66.04
120.59094,22.918144,0.02973175048828125,55.47,55.5
120.62128,22.918015,0.030994415283203125,56.19,56.22
120.65155,22.917885,0.03229522705078125,52.17,52.21
120.681885,22.917755,0.03375244140625,69.04,69.07
120.71216,22.917595,0.0333099365234375,67.96,67.99
120.74249,22.917458,0.032382965087890625,56.0,56.03
