經度,緯度,八小時平均值差值(ppb),背景模擬濃度(ppb),增量後模擬濃度(ppb)
120.38211,23.979904,0.007659912109375,41.03,41.04
120.41266,23.979805,0.007457733154296875,48.95,48.96
120.44324,23.979721,0.006256103515625,37.57,37.58
120.473816,23.97963,0.00600433349609375,42.37,42.38
120.504364,23.979515,0.0060882568359375,44.87,44.88
120.53494,23.979408,0.006412506103515625,52.92,52.93
120.56549,23.97931,0.008831024169921875,40.3,40.3
120.59607,23.97918,0.01038360595703125,64.89,64.9
120.62665,23.97905,0.011173248291015625,42.25,42.26
120.65723,23.978928,0.011226654052734375,35.2,35.21
120.687775,23.978783,0.013721466064453125,41.42,41.44
120.71835,23.978622,0.01885223388671875,55.34,55.36
120.7489,23.978485,0.0272369384765625,68.18,68.2
120.77948,23.978317,0.045711517333984375,60.14,60.19
120.81006,23.97815,0.052623748779296875,45.42,45.48
120.84061,23.977974,0.05336761474609375,46.82,46.87
120.871185,23.977814,0.04811859130859375,67.68,67.73
120.90173,23.977623,0.0459747314453125,65.11,65.16
120.93231,23.977425,0.04662322998046875,69.03,69.08
120.96289,23.977226,0.05587005615234375,69.8,69.86
120.99347,23.977028,0.06147003173828125,52.25,52.31
121.02402,23.976822,0.05164337158203125,74.74,74.79
121.054596,23.9766,0.0462188720703125,75.29,75.33
121.085144,23.97638,0.043949127197265625,50.02,50.07
121.11572,23.976158,0.03475189208984375,57.87,57.91
121.1463,23.975899,0.02843475341796875,63.88,63.9
121.17685,23.97567,0.021579742431640625,48.78,48.8
121.2074,23.975426,0.017578125,47.62,47.64
121.237976,23.975166,0.0166778564453125,67.41,67.42
121.268555,23.9749,0.013751983642578125,44.39,44.41
121.2991,23.97464,0.0123443603515625,45.59,45.61
121.32968,23.97435,0.00897979736328125,45.93,45.94
121.36023,23.974075,0.00720977783203125,42.76,42.77
121.39081,23.973785,0.005580902099609375,41.31,41.32
121.42139,23.97351,0.003269195556640625,40.33,40.33
121.451935,23.97319,0.001895904541015625,34.56,34.57
121.48251,23.9729,0.001605987548828125,32.62,32.63
121.51306,23.972595,0.001373291015625,45.59,45.59
121.54364,23.97226,0.001216888427734375,47.06,47.06
121.57419,23.971947,0.00092315673828125,49.03,49.03
121.60477,23.971619,0.000675201416015625,50.68,50.68
121.635315,23.971275,0.000537872314453125,55.21,55.21
121.66589,23.970917,0.0005035400390625,42.53,42.53
121.69647,23.970566,0.000431060791015625,56.16,56.16
121.72702,23.970215,0.00032806396484375,54.26,54.26
121.75757,23.969856,0.000324249267578125,52.33,52.33
121.78815,23.96949,0.000286102294921875,52.41,52.41
121.818695,23.969116,0.00023651123046875,52.43,52.43
121.84927,23.968735,0.000217437744140625,52.54,52.54
121.87982,23.968338,0.00017547607421875,52.73,52.73
121.9104,23.967957,0.000102996826171875,30.16,30.16
121.94095,23.967545,8.96453857421875e-05,29.8,29.8
121.97153,23.967133,4.57763671875e-05,40.57,40.57
122.002075,23.966728,2.6702880859375e-05,29.06,29.06
122.03265,23.966293,1.1444091796875e-05,34.89,34.89
122.0632,23.965889,7.62939453125e-06,45.13,45.13
119.281494,24.006569,0.000156402587890625,57.57,57.57
119.31207,24.006714,0.00018310546875,57.54,57.54
119.34262,24.006844,0.000194549560546875,57.53,57.53
119.3732,24.006989,0.000217437744140625,57.52,57.53
119.40378,24.007103,0.000232696533203125,57.52,57.52
119.43436,24.007233,0.0002593994140625,57.53,57.53
119.464935,24.007347,0.00029754638671875,57.55,57.55
119.495514,24.007439,0.000324249267578125,47.62,47.62
119.52606,24.007545,0.0003204345703125,47.56,47.56
119.55664,24.007652,0.000335693359375,47.52,47.52
119.58722,24.007744,0.00035858154296875,47.51,47.51
119.6178,24.007828,0.00038909912109375,47.5,47.51
119.64838,24.007889,0.0004425048828125,47.53,47.53
119.678955,24.007965,0.000514984130859375,47.55,47.55
119.70953,24.008026,0.000591278076171875,47.56,47.56
119.74011,24.008087,0.000667572021484375,47.57,47.57
119.77069,24.00814,0.000751495361328125,47.57,47.57
119.80127,24.008186,0.000804901123046875,47.55,47.56
119.83185,24.008224,0.000843048095703125,48.53,48.53
119.8624,24.008255,0.0009918212890625,57.05,57.05
119.892975,24.008286,0.0010986328125,57.01,57.01
119.92355,24.008308,0.0012359619140625,56.99,57.0
119.95413,24.008324,0.00144195556640625,57.0,57.01
119.98471,24.008324,0.00164794921875,53.82,53.82
120.01529,24.008324,0.001995086669921875,53.76,53.76
120.04587,24.008324,0.00240325927734375,57.28,57.28
120.076416,24.008308,0.003154754638671875,57.49,57.5
120.106995,24.008286,0.003376007080078125,54.23,54.24
120.13757,24.008255,0.00362396240234375,55.59,55.59
120.16815,24.008224,0.0040740966796875,55.73,55.74
120.19873,24.008186,0.004520416259765625,55.86,55.87
120.22931,24.00814,0.00537872314453125,55.95,55.96
120.25989,24.008087,0.006366729736328125,58.93,58.94
120.29047,24.008026,0.00659942626953125,55.79,55.79
120.321045,24.007965,0.006786346435546875,63.65,63.66
120.35162,24.007889,0.006866455078125,56.22,56.22
120.3822,24.007828,0.007526397705078125,41.29,41.3
120.41278,24.007744,0.007617950439453125,38.39,38.39
120.44333,24.007652,0.00609588623046875,37.29,37.3
120.47391,24.007545,0.005825042724609375,40.94,40.94
120.504486,24.007439,0.0060577392578125,45.73,45.74
120.535065,24.007347,0.005924224853515625,52.18,52.19
120.56564,24.007233,0.0086212158203125,53.85,53.86
120.59622,24.007103,0.009456634521484375,38.63,38.64
120.62677,24.006989,0.0099334716796875,36.93,36.94
120.65735,24.006844,0.0111083984375,37.76,37.77
120.68793,24.006714,0.01236724853515625,54.88,54.89
120.718506,24.006569,0.019580841064453125,55.64,55.66
120.749084,24.006409,0.033233642578125,46.94,46.98
120.77966,24.006256,0.049312591552734375,40.66,40.71
120.81024,24.006088,0.050899505615234375,42.45,42.5
120.84082,24.005898,0.05252838134765625,43.66,43.71
120.8714,24.005737,0.051204681396484375,42.55,42.61
120.90195,24.005547,0.05287933349609375,64.0,64.05
120.932526,24.005363,0.050472259521484375,39.41,39.46
120.963104,24.005157,0.05596160888671875,52.07,52.13
120.99368,24.004951,0.06278228759765625,51.37,51.43
121.02426,24.004738,0.059326171875,48.16,48.22
121.05481,24.004532,0.05150604248046875,73.3,73.35
121.08539,24.004318,0.04566192626953125,73.28,73.32
121.11597,24.00409,0.0382232666015625,55.34,55.38
121.146545,24.00383,0.03038787841796875,59.93,59.96
121.177124,24.003593,0.02333831787109375,72.21,72.23
121.2077,24.003342,0.01812744140625,68.51,68.53
121.23828,24.003105,0.01734161376953125,67.59,67.61
121.26883,24.002838,0.014278411865234375,42.44,42.45
121.29941,24.002563,0.0124359130859375,44.87,44.88
121.32999,24.002304,0.006847381591796875,53.38,53.39
121.360565,24.002014,0.005161285400390625,41.95,41.95
121.39111,24.001709,0.003147125244140625,40.32,40.32
121.42169,24.001434,0.002166748046875,37.84,37.84
121.45227,24.001137,0.001953125,35.41,35.42
121.48285,24.000832,0.002490997314453125,37.12,37.12
121.51343,24.000511,0.002025604248046875,35.66,35.66
121.543976,24.00019,0.001331329345703125,45.76,45.76
121.574554,23.999863,0.000896453857421875,26.77,26.77
121.60513,23.999535,0.00067901611328125,42.96,42.96
121.63568,23.999199,0.000576019287109375,55.22,55.22
121.66626,23.998856,0.00057220458984375,42.79,42.79
121.69684,23.998497,0.000492095947265625,42.35,42.35
121.72742,23.998161,0.000385284423828125,41.94,41.94
121.757996,23.997795,0.000316619873046875,54.51,54.51
121.78854,23.997414,0.000308990478515625,52.64,52.64
121.81912,23.997047,0.0002593994140625,54.59,54.59
121.8497,23.996658,0.00016021728515625,50.62,50.62
121.88025,23.996262,0.000141143798828125,54.83,54.83
121.91083,23.99588,0.000133514404296875,50.98,50.98
121.94141,23.995483,0.0001068115234375,45.19,45.19
121.971985,23.995071,5.7220458984375e-05,38.96,38.96
122.00253,23.994652,2.6702880859375e-05,29.26,29.26
122.03311,23.994232,1.1444091796875e-05,45.32,45.32
122.06366,23.993797,1.1444091796875e-05,34.89,34.89
119.28131,24.034492,0.000148773193359375,57.66,57.66
119.31189,24.034645,0.000164031982421875,57.64,57.64
119.34247,24.034775,0.000194549560546875,57.61,57.61
119.37305,24.034912,0.000213623046875,47.9,47.9
119.403625,24.03505,0.0002288818359375,57.6,57.6
119.434235,24.035156,0.000247955322265625,57.6,57.6
119.46481,24.03527,0.00028228759765625,57.61,57.61
119.49539,24.035378,0.000308990478515625,47.62,47.62
119.52597,24.035477,0.000316619873046875,47.55,47.55
119.55655,24.035583,0.0003204345703125,47.49,47.49
119.58713,24.035667,0.000324249267578125,47.39,47.39
119.61771,24.035767,0.000362396240234375,47.38,47.38
119.648315,24.035835,0.000408172607421875,47.39,47.39
119.678894,24.035889,0.000469207763671875,47.4,47.4
119.70947,24.035965,0.00054168701171875,47.41,47.41
119.74005,24.03601,0.000606536865234375,47.41,47.41
119.77063,24.03608,0.000713348388671875,47.41,47.41
119.80121,24.03611,0.0007781982421875,47.4,47.4
119.83179,24.036163,0.00083160400390625,47.4,47.4
119.862366,24.036186,0.000946044921875,57.1,57.1
119.892944,24.036217,0.001033782958984375,57.05,57.05
119.92352,24.036232,0.00115966796875,57.01,57.02
119.95413,24.03624,0.001312255859375,56.99,56.99
119.98471,24.03624,0.00150299072265625,57.0,57.0
120.01529,24.03624,0.001934051513671875,53.82,53.82
120.04587,24.03624,0.002025604248046875,57.13,57.14
120.07645,24.036232,0.002590179443359375,57.29,57.29
120.107025,24.036217,0.003253936767578125,54.17,54.17
120.137634,24.036186,0.00335693359375,54.18,54.19
120.16821,24.036163,0.00376129150390625,55.65,55.66
120.19879,24.03611,0.00431060791015625,55.79,55.79
120.22937,24.03608,0.00490570068359375,55.86,55.86
120.25995,24.03601,0.005985260009765625,58.72,58.73
120.29053,24.035965,0.00655364990234375,55.78,55.78
120.321106,24.035889,0.006591796875,55.54,55.54
120.351685,24.035835,0.006809234619140625,56.38,56.39
120.38226,24.035767,0.007343292236328125,51.59,51.59
120.41284,24.035667,0.0079498291015625,58.44,58.45
120.44342,24.035583,0.005908966064453125,57.87,57.88
120.47403,24.035477,0.005756378173828125,39.46,39.47
120.50461,24.035378,0.006252288818359375,47.5,47.51
120.53519,24.03527,0.005340576171875,50.75,50.76
120.565765,24.035156,0.007785797119140625,53.28,53.29
120.596344,24.03505,0.008586883544921875,36.08,36.09
120.62692,24.034912,0.009365081787109375,60.21,60.22
120.6575,24.034775,0.010547637939453125,52.52,52.53
120.68811,24.034645,0.0137176513671875,44.88,44.9
120.71869,24.034492,0.021564483642578125,56.77,56.79
120.74927,24.034332,0.034259796142578125,48.63,48.67
120.77985,24.03418,0.049022674560546875,62.77,62.82
120.810425,24.034012,0.05445098876953125,65.84,65.89
120.841,24.033836,0.0504302978515625,61.29,61.34
120.87158,24.033653,0.0534210205078125,41.52,41.58
120.90216,24.033493,0.049560546875,40.85,40.9
120.93274,24.033287,0.047893524169921875,54.97,55.02
120.96332,24.033089,0.05437469482421875,46.04,46.1
120.9939,24.03289,0.06883621215820312,49.17,49.23
121.024475,24.032677,0.0517120361328125,48.49,48.54
121.05505,24.032455,0.04074859619140625,45.69,45.73
121.08563,24.032242,0.04302978515625,50.71,50.75
121.11621,24.032005,0.038623809814453125,51.71,51.75
121.14679,24.031769,0.029415130615234375,42.91,42.94
121.17737,24.03154,0.025295257568359375,45.14,45.16
121.20798,24.031273,0.019626617431640625,47.5,47.52
121.238556,24.031021,0.016876220703125,66.32,66.34
121.269135,24.030777,0.014774322509765625,55.54,55.55
121.29971,24.030495,0.0123748779296875,44.86,44.88
121.33029,24.030228,0.0060882568359375,47.41,47.42
121.36087,24.029938,0.003711700439453125,44.84,44.84
121.39145,24.029663,0.003040313720703125,41.16,41.16
121.42203,24.029366,0.002582550048828125,37.61,37.61
121.45261,24.029068,0.003330230712890625,38.22,38.22
121.483185,24.028748,0.003673553466796875,39.74,39.75
121.51376,24.028442,0.00290679931640625,38.04,38.04
121.54434,24.028137,0.00197601318359375,32.59,32.59
121.57492,24.027786,0.001129150390625,45.89,45.89
121.6055,24.027458,0.0007305145263671875,26.87,26.87
121.63608,24.02713,0.00067138671875,52.02,52.02
121.66666,24.02678,0.000606536865234375,43.05,43.05
121.697235,24.026436,0.000553131103515625,42.48,42.48
121.72781,24.026077,0.00048065185546875,42.22,42.22
121.75839,24.025703,0.0003509521484375,41.82,41.82
121.78894,24.025345,0.0003204345703125,56.51,56.51
121.81952,24.024979,0.000293731689453125,54.79,54.79
121.8501,24.02459,0.000186920166015625,52.98,52.98
121.88068,24.024185,0.000133514404296875,45.56,45.56
121.911255,24.023811,0.000148773193359375,45.09,45.09
121.94183,24.023407,0.0001220703125,45.34,45.34
121.97241,24.023003,7.05718994140625e-05,29.71,29.71
122.00299,24.022575,3.4332275390625e-05,47.58,47.58
122.03357,24.022163,1.1444091796875e-05,45.32,45.32
122.06415,24.02172,1.1444091796875e-05,34.84,34.84
119.28116,24.062424,0.000156402587890625,57.76,57.76
119.31174,24.062569,0.0001678466796875,57.72,57.72
119.34235,24.062714,0.000179290771484375,57.7,57.7
119.372925,24.062843,0.000194549560546875,47.9,47.9
119.4035,24.062973,0.000209808349609375,57.68,57.68
119.43408,24.063103,0.000244140625,57.67,57.67
119.46469,24.063194,0.000263214111328125,57.68,57.68
119.49527,24.063301,0.00029754638671875,57.68,57.68
119.52588,24.063423,0.000316619873046875,47.55,47.55
119.55646,24.063522,0.0003204345703125,47.48,47.48
119.587036,24.063591,0.00031280517578125,47.42,47.42
119.617615,24.06369,0.00032806396484375,47.24,47.24
119.648224,24.063759,0.0003662109375,47.24,47.24
119.6788,24.063828,0.000415802001953125,47.25,47.25
119.70941,24.063896,0.000492095947265625,47.25,47.25
119.73999,24.06395,0.000568389892578125,47.25,47.25
119.77057,24.064003,0.0006561279296875,47.25,47.26
119.80115,24.064041,0.00074005126953125,47.25,47.25
119.83176,24.06408,0.00080108642578125,47.24,47.24
119.862335,24.064117,0.00086212158203125,48.48,48.48
119.892944,24.06414,0.0009765625,57.1,57.1
119.92352,24.06417,0.0010986328125,57.04,57.04
119.9541,24.064186,0.001220703125,57.0,57.0
119.98471,24.064186,0.001373291015625,56.98,56.98
120.01529,24.064186,0.00164794921875,53.71,53.72
120.0459,24.064186,0.001941680908203125,53.75,53.75
120.07648,24.06417,0.0021820068359375,57.13,57.13
120.107056,24.06414,0.002857208251953125,57.3,57.3
120.137634,24.064117,0.0031890869140625,54.12,54.12
120.16824,24.06408,0.003490447998046875,55.58,55.58
120.19882,24.064041,0.00395965576171875,55.7,55.7
120.22943,24.064003,0.0045318603515625,55.77,55.77
120.26001,24.06395,0.00547027587890625,58.52,58.52
120.29059,24.063896,0.0062255859375,60.19,60.2
120.32117,24.063828,0.006359100341796875,55.55,55.56
120.351776,24.063759,0.006618499755859375,56.62,56.63
120.382355,24.06369,0.0071258544921875,54.66,54.66
120.412964,24.063591,0.0076904296875,49.08,49.09
120.44354,24.063522,0.006191253662109375,57.36,57.37
120.47412,24.063423,0.005706787109375,40.69,40.69
120.5047,24.063301,0.006099700927734375,46.93,46.93
120.53531,24.063194,0.0047454833984375,45.83,45.84
120.56589,24.063103,0.00714874267578125,52.63,52.64
120.5965,24.062973,0.00849151611328125,34.51,34.52
120.627075,24.062843,0.00982666015625,63.11,63.12
120.65765,24.062714,0.011028289794921875,53.19,53.2
120.68823,24.062569,0.014575958251953125,44.74,44.76
120.71884,24.062424,0.02173614501953125,54.97,54.99
120.74942,24.062279,0.0323944091796875,35.61,35.64
120.78003,24.062103,0.04735565185546875,65.33,65.38
120.81061,24.06195,0.05297088623046875,70.0,70.06
120.84119,24.06176,0.0545806884765625,71.01,71.06
120.871765,24.061592,0.05347442626953125,68.54,68.59
120.902374,24.061409,0.051380157470703125,51.53,51.59
120.93295,24.06121,0.055145263671875,52.64,52.69
120.96356,24.061012,0.06524658203125,46.36,46.43
120.99414,24.060822,0.06919479370117188,49.18,49.25
121.02472,24.060608,0.05236053466796875,51.09,51.14
121.0553,24.060394,0.03607940673828125,47.83,47.87
121.08588,24.06015,0.037395477294921875,48.4,48.44
121.116486,24.059937,0.03137969970703125,47.45,47.48
121.147064,24.0597,0.027034759521484375,57.96,57.99
121.17767,24.059456,0.02413177490234375,53.13,53.15
121.20825,24.059204,0.01932525634765625,48.09,48.11
121.23883,24.058952,0.0180206298828125,63.83,63.84
121.26941,24.058685,0.0165863037109375,43.7,43.72
121.29999,24.058426,0.01613616943359375,61.91,61.93
121.3306,24.058144,0.0116424560546875,57.16,57.17
121.361176,24.057869,0.008270263671875,44.77,44.78
121.391754,24.057587,0.007297515869140625,44.13,44.13
121.42236,24.05729,0.006458282470703125,44.51,44.52
121.45294,24.056992,0.004974365234375,50.95,50.96
121.48352,24.056671,0.00384521484375,35.45,35.45
121.5141,24.056366,0.003452301025390625,38.15,38.15
121.54468,24.05606,0.00238800048828125,34.52,34.52
121.57529,24.055733,0.00128173828125,44.38,44.38
121.605865,24.055405,0.000812530517578125,23.97,23.97
121.636444,24.055061,0.000797271728515625,42.26,42.26
121.66702,24.05471,0.00061798095703125,43.51,43.51
121.69763,24.054367,0.000629425048828125,42.81,42.81
121.72821,24.054008,0.00054931640625,42.48,42.48
121.75879,24.053635,0.0004425048828125,42.17,42.17
121.78937,24.053268,0.0003204345703125,56.74,56.74
121.81995,24.052902,0.000324249267578125,53.18,53.18
121.850525,24.052505,0.00023651123046875,53.23,53.23
121.8811,24.052116,0.0001373291015625,45.49,45.49
121.91171,24.051735,0.000148773193359375,55.47,55.47
121.94229,24.05133,0.00014495849609375,45.55,45.55
121.97287,24.050919,7.62939453125e-05,42.16,42.16
122.00345,24.050499,4.38690185546875e-05,29.9,29.9
122.03403,24.050064,1.52587890625e-05,40.46,40.46
122.064606,24.049667,1.1444091796875e-05,34.79,34.79
119.281006,24.090355,0.00014495849609375,57.86,57.86
119.311584,24.090492,0.000148773193359375,57.82,57.82
119.34216,24.090637,0.0001678466796875,57.79,57.79
119.37277,24.09079,0.000186920166015625,47.95,47.95
119.40338,24.090889,0.000202178955078125,57.76,57.76
119.43396,24.091019,0.0002288818359375,57.75,57.75
119.46457,24.09114,0.000244140625,57.75,57.75
119.49515,24.091225,0.000270843505859375,57.75,57.75
119.52576,24.091347,0.000308990478515625,47.55,47.55
119.556335,24.091446,0.0003204345703125,47.47,47.47
119.586945,24.091537,0.000308990478515625,47.4,47.4
119.61755,24.091614,0.00030517578125,47.1,47.1
119.64813,24.091682,0.00034332275390625,47.1,47.1
119.67874,24.091751,0.000385284423828125,47.1,47.1
119.70932,24.091827,0.00045013427734375,47.1,47.1
119.73993,24.091888,0.000522613525390625,47.1,47.1
119.77051,24.091942,0.000598907470703125,47.09,47.09
119.80112,24.091965,0.000682830810546875,47.08,47.08
119.831726,24.09201,0.000759124755859375,47.08,47.08
119.862305,24.092049,0.00081634521484375,47.07,47.07
119.892914,24.092064,0.000934600830078125,57.15,57.15
119.92352,24.092094,0.0010223388671875,57.09,57.09
119.9541,24.09211,0.001155853271484375,57.02,57.03
119.98468,24.09211,0.00128936767578125,56.98,56.98
120.01529,24.09211,0.001438140869140625,56.95,56.95
120.0459,24.09211,0.001834869384765625,53.69,53.7
120.07648,24.092094,0.0019378662109375,53.63,53.63
120.107086,24.092064,0.002384185791015625,57.11,57.12
120.137695,24.092049,0.00307464599609375,54.03,54.03
120.168274,24.09201,0.0031890869140625,54.04,54.05
120.19885,24.091965,0.003582000732421875,55.61,55.61
120.22946,24.091942,0.004192352294921875,55.68,55.68
120.26007,24.091888,0.004852294921875,58.3,58.31
120.29065,24.091827,0.00580596923828125,58.38,58.38
120.32126,24.091751,0.00626373291015625,55.55,55.56
120.35187,24.091682,0.00641632080078125,56.66,56.66
120.38245,24.091614,0.0065460205078125,55.11,55.12
120.413055,24.091537,0.007663726806640625,49.41,49.42
120.443634,24.091446,0.006443023681640625,57.17,57.18
120.47424,24.091347,0.005645751953125,43.08,43.09
120.50482,24.091225,0.00629425048828125,50.51,50.51
120.53543,24.09114,0.004608154296875,46.4,46.4
120.56604,24.091019,0.0063018798828125,51.63,51.64
120.59662,24.090889,0.008941650390625,51.78,51.79
120.6272,24.09079,0.0100555419921875,35.2,35.21
120.65781,24.090637,0.0111236572265625,52.36,52.37
120.688416,24.090492,0.01313018798828125,52.75,52.76
120.718994,24.090355,0.018100738525390625,49.5,49.52
120.7496,24.09021,0.03208160400390625,38.69,38.72
120.78021,24.09005,0.04461669921875,66.05,66.1
120.81079,24.089874,0.049671173095703125,55.32,55.37
120.84137,24.089699,0.05496978759765625,73.55,73.6
120.87198,24.089508,0.05689239501953125,72.57,72.63
120.90259,24.089333,0.06385421752929688,47.28,47.34
120.93317,24.089157,0.07617950439453125,47.34,47.41
120.963745,24.088936,0.08187103271484375,47.04,47.12
120.994354,24.088745,0.06373977661132812,51.91,51.97
121.02496,24.088531,0.06127166748046875,51.89,51.95
121.05554,24.088326,0.049594879150390625,49.97,50.02
121.08615,24.088097,0.0417633056640625,48.44,48.49
121.11673,24.087868,0.033115386962890625,58.59,58.62
121.14734,24.087624,0.0228271484375,44.39,44.41
121.17792,24.08738,0.021877288818359375,56.62,56.64
121.20853,24.087128,0.01868438720703125,46.03,46.05
121.239105,24.086891,0.01810455322265625,56.45,56.46
121.269714,24.086609,0.01812744140625,65.76,65.77
121.30029,24.08635,0.0167083740234375,44.69,44.71
121.3309,24.08609,0.0132293701171875,45.71,45.72
121.36148,24.0858,0.01155853271484375,57.77,57.78
121.39209,24.085518,0.008815765380859375,44.68,44.69
121.42267,24.08522,0.008045196533203125,45.73,45.74
121.45325,24.08493,0.00595855712890625,52.68,52.69
121.48386,24.084618,0.00373077392578125,35.95,35.95
121.514465,24.08429,0.00330352783203125,40.69,40.69
121.545044,24.083977,0.00252532958984375,35.97,35.98
121.57562,24.083656,0.001373291015625,42.28,42.28
121.60623,24.083328,0.000995635986328125,22.0,22.0
121.63681,24.082985,0.000766754150390625,38.2,38.2
121.66742,24.082642,0.000640869140625,43.65,43.65
121.698,24.082298,0.000644683837890625,43.21,43.21
121.72858,24.081947,0.00063323974609375,42.78,42.78
121.759186,24.081566,0.0005340576171875,42.49,42.49
121.789795,24.081207,0.000396728515625,42.01,42.01
121.82037,24.080833,0.00030517578125,55.31,55.31
121.85095,24.080444,0.00026702880859375,55.36,55.36
121.88153,24.080063,0.00017547607421875,55.51,55.51
121.91214,24.079659,0.00014495849609375,53.77,53.77
121.94272,24.079262,0.000171661376953125,52.01,52.01
121.97333,24.078842,0.000118255615234375,38.94,38.94
122.00391,24.078445,5.340576171875e-05,47.69,47.69
122.034485,24.07801,2.6702880859375e-05,54.99,54.99
122.065094,24.077583,1.1444091796875e-05,39.07,39.07
119.28082,24.118279,0.00012969970703125,57.97,57.97
119.31143,24.118439,0.000141143798828125,57.91,57.91
119.34204,24.118568,0.000148773193359375,57.88,57.88
119.37262,24.118713,0.0001678466796875,47.82,47.82
119.40323,24.118835,0.000186920166015625,47.0,47.0
119.43384,24.11895,0.000213623046875,57.82,57.82
119.46445,24.119072,0.000225067138671875,57.81,57.81
119.495056,24.119171,0.000255584716796875,57.82,57.82
119.525635,24.119278,0.0002899169921875,57.82,57.83
119.556244,24.11937,0.000316619873046875,47.48,47.48
119.58685,24.119469,0.000316619873046875,47.4,47.4
119.61746,24.119553,0.00030517578125,47.33,47.33
119.64807,24.119629,0.0003204345703125,46.95,46.95
119.67865,24.11969,0.00035858154296875,46.94,46.94
119.70926,24.119759,0.000415802001953125,46.94,46.94
119.73987,24.119812,0.00046539306640625,46.93,46.93
119.77048,24.119873,0.00054168701171875,46.93,46.93
119.80109,24.119911,0.000637054443359375,46.92,46.92
119.831665,24.119957,0.000713348388671875,46.91,46.91
119.862274,24.11998,0.000797271728515625,46.91,46.91
119.89288,24.12001,0.00086212158203125,48.39,48.39
119.92349,24.120033,0.000972747802734375,57.14,57.14
119.9541,24.120033,0.001079559326171875,57.06,57.07
119.98468,24.120033,0.00121307373046875,56.99,56.99
120.01529,24.120033,0.001354217529296875,56.94,56.94
120.0459,24.120033,0.0016021728515625,53.58,53.58
120.07651,24.120033,0.001873016357421875,53.76,53.76
120.10712,24.12001,0.00205230712890625,56.96,56.96
120.137695,24.11998,0.002655029296875,57.08,57.08
120.168304,24.119957,0.00311279296875,53.97,53.97
120.19891,24.119911,0.003147125244140625,55.52,55.53
120.22952,24.119873,0.003810882568359375,55.62,55.62
120.26013,24.119812,0.0045928955078125,55.63,55.64
120.29071,24.119759,0.005329132080078125,58.19,58.2
120.32132,24.11969,0.006099700927734375,59.79,59.79
120.35193,24.119629,0.00623321533203125,56.61,56.61
120.38254,24.119553,0.00644683837890625,56.38,56.38
120.41315,24.119469,0.0071563720703125,42.96,42.97
120.443726,24.11937,0.0068206787109375,48.06,48.07
120.474335,24.119278,0.0054168701171875,42.08,42.09
120.504944,24.119171,0.006359100341796875,50.84,50.85
120.53555,24.119072,0.0045928955078125,50.55,50.55
120.56616,24.11895,0.005950927734375,52.53,52.53
120.59674,24.118835,0.00749969482421875,49.53,49.54
120.62735,24.118713,0.010120391845703125,34.78,34.79
120.65796,24.118568,0.01082611083984375,50.6,50.61
120.68857,24.118439,0.01325225830078125,51.82,51.83
120.71918,24.118279,0.017055511474609375,54.72,54.74
120.749756,24.118134,0.033294677734375,39.95,39.99
120.780365,24.117973,0.03936767578125,39.12,39.16
120.810974,24.117805,0.04498291015625,55.78,55.82
120.84158,24.117638,0.055805206298828125,55.68,55.74
120.87219,24.117447,0.06063079833984375,50.58,50.64
120.90277,24.11728,0.07446670532226562,47.61,47.68
120.93338,24.117088,0.07476043701171875,46.15,46.22
120.96399,24.116882,0.06720733642578125,50.0,50.07
120.99457,24.116669,0.055271148681640625,47.72,47.77
121.02518,24.116478,0.04302978515625,67.71,67.76
121.055786,24.116241,0.04265594482421875,67.44,67.49
121.086395,24.116028,0.03893280029296875,65.59,65.62
121.117004,24.115799,0.033260345458984375,57.91,57.94
121.14758,24.115555,0.026599884033203125,42.0,42.03
121.17819,24.11531,0.01966094970703125,66.23,66.25
121.2088,24.115059,0.018329620361328125,63.61,63.63
121.23938,24.114807,0.017589569091796875,46.9,46.92
121.26999,24.114548,0.01752471923828125,65.47,65.49
121.3006,24.114273,0.01711273193359375,47.5,47.52
121.33121,24.114014,0.014720916748046875,58.77,58.79
121.36182,24.113731,0.010723114013671875,44.33,44.34
121.392395,24.113441,0.008686065673828125,42.95,42.96
121.423004,24.113136,0.00778961181640625,43.88,43.89
121.45361,24.112846,0.007030487060546875,44.21,44.22
121.48419,24.112534,0.004398345947265625,49.1,49.11
121.5148,24.112236,0.003765106201171875,40.18,40.18
121.54541,24.111923,0.00331878662109375,40.16,40.17
121.57599,24.11158,0.002201080322265625,46.42,46.43
121.6066,24.11126,0.001338958740234375,28.62,28.62
121.63721,24.110909,0.00095367431640625,50.25,50.25
121.667786,24.11058,0.000732421875,42.5,42.5
121.698395,24.110222,0.0006256103515625,43.4,43.4
121.729004,24.10987,0.000644683837890625,42.97,42.97
121.75958,24.109505,0.0006256103515625,42.76,42.77
121.79019,24.10913,0.00048828125,42.31,42.31
121.8208,24.10875,0.0003509521484375,41.71,41.71
121.85138,24.108368,0.000247955322265625,40.96,40.96
121.88199,24.107994,0.00019073486328125,53.93,53.93
121.91257,24.10759,0.000133514404296875,52.09,52.09
121.94318,24.107178,0.000152587890625,52.34,52.34
121.973755,24.106766,0.000125885009765625,38.93,38.93
122.004364,24.106369,6.866455078125e-05,38.85,38.85
122.03497,24.105942,3.0517578125e-05,38.36,38.36
122.06555,24.105515,1.1444091796875e-05,34.72,34.72
119.28067,24.14621,0.000133514404296875,58.08,58.08
119.31128,24.146362,0.000133514404296875,58.02,58.02
